ID,Length,ATYPE,AB LINKCLASS,BA LINKCLASS,AM_AB_VMT,AM_BA_VMT,AM_AB_Spd,AM_BA_Spd,MD_AB_VMT,MD_BA_VMT,MD_AB_Spd,MD_BA_Spd,PM_AB_VMT,PM_BA_VMT,PM_AB_Spd,PM_BA_Spd,NT_AB_VMT,NT_BA_VMT,NT_AB_Spd,NT_BA_Spd
5519,0.124373,2,4,4,60.56269,62.496569,37.427565,37.298903,297.668164,291.7006,36.607206,36.713557,101.721645,90.797206,34.699079,35.561191,142.465254,138.470161,39.308655,39.326467
5521,0.282178,2,3,3,473.684582,871.658351,40.825977,30.70342,1979.880013,2246.664111,40.751182,34.556122,915.04555,587.353932,35.944808,34.462204,1215.970177,869.606396,43.094493,37.432717
5522,0.043519,2,4,4,55.55518,31.453699,8.481552,6.957979,188.332979,179.740527,9.156862,6.008362,57.26908,80.401611,8.586886,3.553076,77.609661,88.892142,10.545366,7.862788
5526,0.274496,2,3,3,438.910919,871.798816,24.595835,35.499166,2028.785186,2337.400504,23.944656,39.600707,920.385831,564.515842,18.425482,40.012924,1289.342583,894.730727,26.636186,43.301158
5527,0.129475,2,4,4,117.857869,65.691702,37.681982,16.217165,292.263945,260.137455,38.875309,16.287806,130.066753,152.096101,37.529503,12.85579,87.940923,101.775226,39.615853,17.035648
5528,0.248197,2,3,3,430.964518,478.810117,37.698498,30.809741,1767.466637,1830.371229,37.737221,31.531807,615.241038,570.678813,34.163974,29.501425,937.778113,863.894106,42.7559,36.374726
5529,0.259955,2,4,4,247.633386,324.689531,37.514055,17.959706,964.076826,962.292445,37.719357,20.695034,404.879033,356.757086,35.088788,17.569027,398.289477,402.059606,39.490329,23.71976
5530,0.249054,2,3,3,493.233169,471.742806,36.303666,31.011513,1902.396172,1902.78136,37.027662,31.214507,609.682068,658.127114,34.338725,27.722316,934.395134,978.311046,42.766937,36.240767
5533,0.122685,2,4,4,111.176139,64.134551,18.419583,38.941007,273.783114,245.451273,19.558272,39.031591,124.823386,142.557406,18.200317,36.900771,82.51115,94.174307,20.11542,39.606928
5536,0.129592,2,4,4,118.730566,70.020338,37.658861,20.094387,287.097032,258.699783,38.901903,20.215664,114.391579,147.151547,37.971922,18.226892,85.386931,97.405901,39.617767,20.652974
5539,0.245418,2,4,4,27.645876,30.011581,20.237484,31.614064,178.016402,167.214001,20.019728,31.509328,83.879126,77.183668,19.069078,31.0297,78.064427,76.496978,20.345955,31.726765
5540,0.253096,2,4,4,29.149446,46.978524,22.972631,31.451168,175.703434,205.422233,22.858103,31.415404,98.555422,84.425686,22.017211,30.946602,84.154075,67.847626,23.049982,31.732549
5543,0.25571,2,3,3,819.507199,811.993396,35.385332,29.94102,2784.53377,2859.570461,37.54919,31.576469,977.987465,938.124807,33.76189,28.877624,1796.520829,1747.55785,42.342743,36.140719
5546,0.119053,2,4,4,106.915811,69.783022,18.167991,38.772578,264.968584,245.863644,19.269347,38.993793,111.352545,132.358027,18.224024,37.107935,83.782683,89.371031,19.81618,39.608711
5549,0.249701,2,4,4,239.149858,187.736722,37.49327,25.516627,609.980558,611.375503,38.752697,26.032638,269.636902,311.256924,37.236464,23.567872,206.933807,205.699286,39.600185,26.82326
5550,0.246405,2,4,4,56.512128,47.750467,31.30539,22.618996,242.053022,230.068009,31.271333,22.51141,101.234311,89.882618,30.570884,21.980771,97.718191,94.627313,31.713299,22.873878
5551,0.248265,2,3,3,428.102109,484.783901,37.765446,30.686124,1730.72273,1770.42106,37.939401,31.835396,611.657434,584.997821,34.249614,29.206821,1030.690767,966.878645,42.594287,36.235414
5552,0.252101,2,4,4,176.951093,154.069813,35.435117,17.901699,565.876387,554.13682,36.932457,19.144781,211.681285,208.759028,34.478559,15.08751,210.069764,219.892676,39.462796,23.372813
5553,0.250761,2,4,4,208.56464,252.879478,37.979011,19.552487,655.065831,646.758372,38.633872,22.046596,323.803332,287.265043,36.341402,18.983251,220.331817,230.906931,39.594337,23.500897
5554,0.247374,2,3,3,517.31019,439.56767,35.653619,31.587615,1759.534531,1739.69331,37.748572,31.93847,585.484471,650.960679,34.797578,27.749126,979.333798,1022.845986,42.679273,36.127483
5558,0.250611,2,3,3,415.258805,469.464265,20.4276,36.923374,1727.675164,1765.130306,20.32254,37.842509,603.39205,581.482177,16.622642,35.059695,1038.087779,973.756358,25.316544,42.710777
5559,0.24867,2,4,4,167.810232,202.269448,35.708462,20.873876,573.555594,590.882238,36.798765,23.65672,224.083167,215.945698,33.844493,20.788749,218.559882,202.879962,39.44294,26.684005
5560,0.248531,2,4,4,185.184705,155.279193,34.988032,23.132066,538.057393,523.977107,37.101237,24.312804,199.94096,205.489968,34.833362,21.27651,198.066438,186.571206,39.477932,26.700945
5561,0.251297,2,4,4,149.193878,102.24472,36.492141,25.334674,505.201895,443.236034,37.417017,25.160404,178.886653,194.714696,35.733687,21.971622,148.779794,165.435704,39.551991,26.824017
5562,0.245947,2,4,4,102.670103,144.132298,37.967404,23.468792,377.47778,434.921225,38.282018,24.968669,175.225293,162.291313,35.728035,23.062327,143.949599,154.532238,39.554101,26.645793
5567,0.247776,2,4,4,162.742352,189.788722,35.88727,15.200619,534.570574,548.461694,37.11686,18.925877,206.008807,204.905066,34.562188,14.957129,203.737364,214.077816,39.467447,23.212655
5568,0.24732,2,3,3,339.343598,462.814052,36.042926,28.690683,1434.125493,1473.61124,35.87754,30.619001,575.902761,483.518825,31.840864,28.809968,702.736504,581.624988,39.199687,33.809884
5569,0.126935,2,4,4,67.194989,45.542257,37.070202,15.086029,200.94858,195.4018,38.202108,14.925956,68.352772,76.581075,37.247883,12.488966,76.092097,84.305921,39.549649,16.767557
5570,0.250495,2,3,3,467.235049,357.566159,33.6201,30.756944,1547.335054,1504.244936,35.447077,30.626077,514.426687,592.874618,33.230755,26.94265,663.216534,759.219632,39.255681,33.709624
5575,0.254886,2,4,4,227.091323,327.031067,37.756849,23.153243,872.116435,982.420326,37.981822,24.936351,398.734945,341.671181,35.054922,23.249755,406.121065,345.605714,39.478044,26.940437
5576,0.242899,2,4,4,304.036198,220.898793,36.188347,24.647021,942.587094,858.349236,37.554918,24.865329,328.930209,385.545556,36.056839,21.474568,339.025913,390.167853,39.516164,26.484602
5577,0.373872,2,4,4,132.809652,184.507381,34.572499,25.591777,506.582868,516.699485,34.720863,26.749269,218.305192,179.01362,33.202646,25.932441,197.600239,171.662435,35.628838,27.707849
5578,0.252169,2,4,4,94.072386,46.639231,34.466372,24.777068,308.291134,279.792347,34.890695,24.443221,94.248665,118.429479,34.585543,23.347308,85.436873,109.707919,35.669392,25.023021
5584,0.254065,2,3,3,257.876281,348.29145,41.270619,22.243094,1063.296344,1010.931689,41.264886,24.27774,433.934131,300.087671,38.376903,23.590067,659.635952,421.209379,43.182067,26.19916
5585,0.296845,2,3,3,429.436824,436.327417,35.699306,21.87542,1692.990854,1752.082363,35.983752,22.073762,580.753531,639.285191,33.711197,18.603652,791.1407,827.773341,39.250752,25.883473
5586,0.252999,2,3,3,1050.94982,500.932388,31.593498,22.484801,2806.588269,2336.687891,37.36318,21.486345,622.4088,1191.747286,38.720921,12.835978,1082.775876,1719.795813,43.100967,25.232902
5590,0.250929,2,3,3,224.617862,315.798754,35.472905,40.187036,954.101203,899.671185,35.379593,41.83544,400.146503,268.885087,32.996794,41.282883,610.759585,374.784744,36.726669,43.452915
5592,0.244871,2,3,3,770.868735,444.242829,35.609327,40.417252,1911.943761,1647.866742,40.160282,40.95525,524.522934,841.803846,39.749831,35.219407,927.685299,1237.36584,43.203229,42.918674
5593,0.268736,2,3,3,487.537737,845.99587,23.670049,35.609325,1808.464134,2098.277506,24.27354,40.160281,923.844159,575.641761,17.903634,39.749831,1357.956735,1018.095424,26.339359,43.203228
5596,0.186151,2,3,3,429.837239,806.613409,38.771783,10.976496,2109.093881,2460.500629,37.145678,14.83538,918.84504,611.213279,29.59666,15.2466,1477.814118,1060.287969,42.026028,22.334634
5599,0.268464,2,3,3,795.215254,670.21537,19.086891,38.097505,2542.601626,2472.158108,21.830249,39.026705,847.258754,909.882304,19.008956,35.400731,1168.588869,1298.07686,26.482615,42.972629
5600,0.121412,2,3,3,297.92767,363.517439,38.252941,36.21252,1106.026972,1147.365301,39.109977,38.821302,411.955966,374.122497,35.386489,36.537754,588.132087,520.45317,42.970468,43.099457
5604,0.249234,2,4,4,149.490731,98.278558,17.983024,38.133483,513.227946,449.942156,19.558322,37.810716,177.085631,198.142098,16.811042,34.927922,159.059495,176.05388,23.381921,39.513055
5606,0.124691,2,3,3,282.221198,379.886233,14.101836,32.74532,1046.143333,1042.240191,14.772884,36.127908,397.580705,377.608962,11.779064,33.403218,489.88736,380.730308,17.650811,39.409765
5607,0.059679,2,3,3,180.97602,134.929077,32.795526,35.413136,493.205178,495.944536,36.196459,36.163135,180.412978,189.057219,33.420702,32.939448,180.243809,231.789224,39.414671,39.271869
5609,0.248032,2,3,3,721.18002,851.815578,33.236801,15.693951,2460.327909,2437.810701,34.934953,19.670949,915.619452,884.053235,31.160678,15.948784,1008.199859,821.192676,39.238067,24.395396
5610,0.249797,2,3,3,360.044666,466.233332,35.724127,18.170352,1518.782936,1560.460751,35.55878,20.139867,594.737599,519.362839,31.572755,17.610226,768.470247,674.869906,39.127275,24.348337
5611,0.251457,2,3,3,442.458942,400.080657,34.165079,19.790415,1595.737081,1568.739048,35.25064,20.208328,536.412359,604.014416,32.832617,15.919138,831.49567,895.17664,39.051577,24.151832
5614,0.06735,2,3,3,202.964335,150.573774,20.104955,35.49316,545.214238,547.255007,22.624383,36.296581,200.717179,211.167595,20.626259,33.048109,197.027234,255.88279,24.635002,39.287229
5617,0.061904,2,3,3,191.729667,138.015598,32.565124,35.512701,508.010255,506.268788,36.238364,36.258654,181.971413,193.022571,33.695061,33.1057,183.565697,239.337756,39.422686,39.275102
5620,0.317638,2,3,3,1001.554956,721.068534,28.496454,35.383929,2676.652981,2673.749108,31.966149,36.084776,947.779699,1008.233675,29.61153,32.918547,979.125919,1259.650456,34.955516,39.256754
