ID,Length,ATYPE,AB LINKCLASS,BA LINKCLASS,AM_AB_VHT,AM_BA_VHT,AM_AB_Spd,AM_BA_Spd,MD_AB_VHT,MD_BA_VHT,MD_AB_Spd,MD_BA_Spd,PM_AB_VHT,PM_BA_VHT,PM_AB_Spd,PM_BA_Spd,NT_AB_VHT,NT_BA_VHT,NT_AB_Spd,NT_BA_Spd
8346,0.252479,2,4,4,15.745601,5.318776,18.482174,38.085147,38.749053,19.508891,21.166441,38.36673,14.507965,6.563765,19.311497,37.628535,18.994332,11.217207,23.382614,39.444137
8349,0.254126,2,3,3,15.168421,4.631321,20.468157,34.890166,39.892674,17.524132,21.93717,35.00381,16.689061,7.781682,20.30206,33.907532,14.325624,10.415145,23.157135,35.58488
8359,0.2798,2,4,4,5.745905,5.562308,38.151606,38.232577,14.747757,13.323649,38.999461,39.109223,5.2013,5.305285,38.507183,38.466974,6.17416,5.850461,39.594928,39.600264
8363,0.207885,2,4,4,6.996707,6.791823,20.004058,23.817999,24.212551,20.087461,20.482191,24.476813,8.502352,6.341832,19.53471,24.112396,9.777892,10.145956,21.669537,25.148117
8364,0.540877,2,6,0,5.736827,0,37.395625,0,20.852036,0,37.679044,0,12.937434,0,34.133288,0,10.010174,0,38.72565,0
8366,0.174332,2,3,3,11.402922,6.198457,38.110956,41.407282,32.046721,28.108007,40.4439,41.03437,12.325018,13.637059,37.958004,37.167303,12.055688,15.690787,43.344898,43.18363
8369,0.261162,2,3,3,21.90129,15.398763,36.086954,33.976686,50.670952,54.407155,40.171023,34.677329,20.505447,28.666582,37.136995,30.201411,17.359386,25.398851,43.36309,36.953334
8378,0.075324,2,4,4,1.936352,1.21544,37.470907,38.664848,4.520783,5.043021,38.827974,38.651487,1.272191,2.788303,38.684745,36.132854,1.819054,2.053938,39.584681,39.567831
8381,0.322601,2,3,3,63.81029,29.548581,14.471333,33.712251,120.089134,69.258995,19.753894,37.806128,65.139715,40.923501,14.72742,31.113241,41.247631,33.615629,23.934001,40.875208
8385,0.234967,2,3,3,13.47451,8.096697,24.739217,37.841326,33.926592,22.441055,25.991345,38.637516,20.059443,7.145371,23.204527,38.273324,15.654954,10.463516,26.740824,39.320856
8386,0.223289,2,3,3,6.882567,9.392059,37.803578,36.905927,19.565179,21.423993,38.417564,38.301622,7.654058,11.207299,37.689348,36.434495,9.855716,9.26676,38.974168,38.98214
8400,0.686067,2,3,3,36.532136,59.016412,46.619935,43.993705,97.847128,113.900305,49.818576,52.467824,56.29356,31.388352,42.604891,51.88959,60.973775,46.26801,52.680918,57.449434
8408,0.421946,2,1,0,25.314859,0,68.569215,0,128.374223,0,66.480432,0,92.143994,0,44.248137,0,89.749203,0,70.823124,0
8411,0.176202,3,3,3,12.116889,6.9752,19.216023,39.127705,28.270897,15.779383,21.185814,41.857226,13.319476,4.803637,19.037585,41.291257,12.325775,4.369719,22.315155,43.527878
8413,0.318791,3,6,0,4.052388,0,36.876444,0,15.786804,0,37.050166,0,10.009561,0,32.179343,0,8.870233,0,38.571805,0
8414,0.130646,3,3,3,4.525041,5.283159,19.158128,44.433379,24.867335,14.936178,18.613899,45.876373,15.188564,5.569891,15.173438,44.454515,17.386165,7.865241,19.637528,47.320631
8416,0.744413,2,1,0,178.868458,0,47.666421,0,396.795358,0,62.175066,0,191.974799,0,47.321334,0,187.984805,0,70.946094,0
8417,0.076294,2,7,0,9.264332,0,9.32113,0,23.188067,0,10.885007,0,8.459097,0,9.832131,0,14.73948,0,12.271536,0
8421,1.071049,3,7,0,2.620241,0,47.510381,0,13.123308,0,47.492588,0,10.737464,0,47.046246,0,12.092271,0,47.529131,0
8422,0.344047,2,6,0,3.066933,0,37.776131,0,17.004102,0,37.056071,0,11.102496,0,31.960452,0,12.100954,0,38.415433,0
8423,0.442629,3,7,0,0.506866,0,47.540618,0,2.60711,0,47.535688,0,4.431219,0,47.047544,0,2.034488,0,47.546209,0
8424,0.298791,3,6,0,3.96317,0,36.733585,0,22.018131,0,35.466756,0,5.835942,0,35.311237,0,11.351199,0,38.347938,0
8427,0.505578,3,3,3,23.479088,21.853527,32.982459,33.357013,57.168489,56.046266,35.091334,35.145046,20.983835,23.566563,33.820646,33.264228,27.103023,31.279949,36.525026,36.468885
8431,0.246496,2,3,3,16.090003,22.698499,33.193433,30.934906,77.317651,75.155081,32.266311,32.447358,32.413858,25.028739,28.452695,30.623906,34.810982,37.491986,36.355241,36.271444
8446,0.256346,2,4,4,8.404102,1.280957,16.846178,31.530573,21.725375,11.55456,18.787644,30.837215,7.652517,5.627644,17.565989,29.142445,5.06243,4.275802,20.646705,31.68671
8448,0.429824,2,3,3,14.812139,7.063089,36.542861,35.546857,35.654177,28.996124,38.360287,35.550604,9.497355,15.361807,38.279322,33.842331,12.90013,18.224603,39.563394,36.109384
8456,0.253967,2,4,4,32.221842,8.628376,13.425526,33.113707,52.146806,27.569124,18.999951,33.978689,24.465701,13.60212,15.566639,31.105005,13.744787,9.472155,22.118121,35.590424
8476,0.215301,3,3,3,28.189792,9.923535,16.138032,35.241254,54.024871,28.425116,20.491671,37.085056,18.641107,13.797264,19.040741,33.347384,19.840849,12.723174,23.096288,39.369394
8490,0.446667,2,6,0,3.664896,0,37.923585,0,7.929063,0,38.570436,0,3.00364,0,38.269066,0,5.004929,0,38.807897,0
8503,0.262865,2,3,3,36.056766,8.194059,16.386815,36.989845,99.983599,48.214602,19.156132,35.134899,31.986149,21.693006,17.651765,30.760885,35.257467,28.895589,24.642242,38.693353
8507,0.282581,2,4,4,7.363273,2.275609,19.434907,34.966611,19.932911,12.354469,21.220238,34.506559,6.215324,5.160005,20.49813,33.052596,8.221978,6.581606,22.974506,35.533604
8511,0.371988,2,4,4,10.14545,7.440711,20.763699,32.390882,35.684065,24.820879,21.649907,33.297188,15.674523,9.701457,18.2768,31.264854,17.768069,10.893743,24.810899,35.444752
8516,0.250267,2,4,4,3.094764,2.110385,21.160969,34.903709,9.402597,6.871695,21.590815,35.178507,4.353418,4.21819,20.493884,33.36371,6.15689,3.130647,22.013405,35.648442
8519,0.142977,2,4,4,0.533704,1.994477,19.501944,23.573209,3.616342,5.542978,19.476797,23.703811,1.651304,2.192252,19.377443,23.55416,1.847366,1.269006,19.511036,23.800515
8521,0.051286,2,7,0,1.289562,0,41.18511,0,4.536156,0,41.738962,0,1.907587,0,39.547585,0,2.422911,0,43.332986,0
8522,0.562227,2,1,0,38.255048,0,67.423835,0,99.56541,0,70.275025,0,34.888287,0,68.746454,0,54.930399,0,71.174095,0
8523,0.236581,2,6,0,19.080338,0,22.670047,0,26.332153,0,32.890705,0,6.3528,0,33.353299,0,9.180005,0,38.32775,0
8524,0.130844,2,1,0,10.408343,0,65.495982,0,29.689712,0,69.164066,0,11.638633,0,64.681825,0,16.878355,0,71.132238,0
8530,0.112158,2,6,0,9.251781,0,25.029957,0,16.027303,0,35.537963,0,6.511544,0,30.008751,0,5.702273,0,46.036757,0
8531,0.168338,2,6,0,4.852455,0,30.355122,0,9.168059,0,34.008626,0,3.316324,0,32.790112,0,1.118741,0,35.684861,0
8532,0.20937,2,6,0,9.179511,0,27.134891,0,21.621353,0,31.240613,0,7.98756,0,28.734644,0,12.666974,0,34.767132,0
8536,0.273755,2,1,0,26.542163,0,49.34518,0,87.256843,0,53.687034,0,75.854989,0,28.299433,0,57.835213,0,61.594627,0
8537,0.324771,2,6,0,24.930236,0,23.16598,0,81.470188,0,25.49864,0,36.682584,0,19.922841,0,41.142984,0,34.990119,0
8538,0.723518,2,1,0,36.692818,0,59.273562,0,128.221578,0,60.46617,0,88.986616,0,45.460384,0,99.792782,0,62.208281,0
8540,0.196769,2,6,0,11.662355,0,25.77548,0,29.962123,0,30.313767,0,18.616815,0,21.649199,0,16.757348,0,36.760287,0
8541,0.724997,2,1,0,17.353951,0,70.692313,0,73.044668,0,70.65344,0,45.716737,0,63.677888,0,62.850688,0,71.130331,0
8542,0.339908,2,6,0,3.90298,0,37.184996,0,22.61333,0,35.953313,0,12.958418,0,30.550947,0,15.162785,0,38.174323,0
8544,0.636715,2,6,0,23.562935,0,30.30722,0,61.613267,0,33.87564,0,20.446854,0,31.999765,0,28.958664,0,38.149923,0
8545,0.36104,2,1,0,23.911099,0,61.733297,0,66.315253,0,67.596238,0,28.946318,0,58.944827,0,37.801128,0,71.06642,0
8547,0.097389,2,6,0,1.312935,0,38.201646,0,6.535298,0,37.934988,0,3.051072,0,36.326585,0,2.834177,0,38.774618,0
8549,0.336458,2,6,0,31.291214,0,21.25478,0,56.543043,0,29.414442,0,14.81622,0,29.238749,0,21.858621,0,37.527077,0
8553,0.253451,2,7,0,17.898576,0,18.693681,0,59.207116,0,20.141191,0,22.565122,0,17.459443,0,36.928377,0,23.979544,0
8557,0.216496,2,7,0,7.160982,0,39.893124,0,25.013326,0,40.72166,0,8.611402,0,39.134617,0,17.635297,0,42.871261,0
8562,0.09963,2,7,0,11.586181,0,12.363277,0,35.912623,0,13.302973,0,12.940957,0,12.162681,0,17.763599,0,14.910268,0
8563,0.325461,2,6,0,19.296995,0,25.771742,0,43.718835,0,31.400726,0,29.992755,0,21.910074,0,18.022169,0,37.851198,0
8564,0.096568,2,7,0,0.241269,0,43.583618,0,1.55322,0,43.561762,0,0.718551,0,43.483905,0,0.342975,0,43.59908,0
