"source","measures","dim1","dim1_value","dim2","dim2_value","Scenario","measure_name","measure_value"
"ABM","Mode Share","Mode","Auto","","","Run013","Trips",1248968
"ABM","Mode Share","Mode","Bike","","","Run013","Trips",22432
"ABM","Mode Share","Mode","SchoolBus","","","Run013","Trips",21820
"ABM","Mode Share","Mode","Taxi","","","Run013","Trips",2227
"ABM","Mode Share","Mode","Transit","","","Run013","Trips",10420
"ABM","Mode Share","Mode","Walk","","","Run013","Trips",168554
"ABM","Mode Share","Mode","Auto","","","Run013","Share",0.847090485010726
"ABM","Mode Share","Mode","Bike","","","Run013","Share",0.0152141077751877
"ABM","Mode Share","Mode","SchoolBus","","","Run013","Share",0.0147990295851728
"ABM","Mode Share","Mode","Taxi","","","Run013","Share",0.00151042341366543
"ABM","Mode Share","Mode","Transit","","","Run013","Share",0.00706718094763979
"ABM","Mode Share","Mode","Walk","","","Run013","Share",0.114318773267608
"ABM","PMT","Mode","Auto","","","Run013","TotalPMT",6012033.62
"ABM","PMT","Mode","Bike","","","Run013","TotalPMT",58529.54
"ABM","PMT","Mode","SchoolBus","","","Run013","TotalPMT",130498.95
"ABM","PMT","Mode","Taxi","","","Run013","TotalPMT",6202.3
"ABM","PMT","Mode","Transit","","","Run013","TotalPMT",59486.82
"ABM","PMT","Mode","Walk","","","Run013","TotalPMT",139685.86
"ABM","PMT","Mode","Auto","","","Run013","PMTRatio",0.938436378214712
"ABM","PMT","Mode","Bike","","","Run013","PMTRatio",0.0091360516270987
"ABM","PMT","Mode","SchoolBus","","","Run013","PMTRatio",0.0203699729142271
"ABM","PMT","Mode","Taxi","","","Run013","PMTRatio",0.000968135628722766
"ABM","PMT","Mode","Transit","","","Run013","PMTRatio",0.00928547633642649
"ABM","PMT","Mode","Walk","","","Run013","PMTRatio",0.0218039852788127
"ABM","VMT","","","","","Run013","VMT",28150390.327572
"ABM","CongestedVMT","","","","","Run013","CongestedVMT",2079423.228323
"ABM","CongestedVMTPCT","","","","","Run013","CongestedVMTPCT",0.0738683621834651
"ABM","VMT","","","","","Run013","VMTPerCapita",19.5033337612035
"ABM","VHT","","","","","Run013","VHT",796698.676497
"ABM","VHT","","","","","Run013","VHTPerCapita",0.551973880788824
"ABM","CommuteTime","Mode","Auto","","","Run013","CommuteTime",23.739237168617
"ABM","CommuteTime","Mode","Bike","","","Run013","CommuteTime",26.5442804428044
"ABM","CommuteTime","Mode","Taxi","","","Run013","CommuteTime",3.02208333333333
"ABM","CommuteTime","Mode","Transit","","","Run013","CommuteTime",71.059873331051
"ABM","CommuteTime","Mode","Walk","","","Run013","CommuteTime",19.6277528089888
"ABM","AverageTransitTravelTime","","","","","Run013","AverageTransitTravelTime",54.7841564299424
"ABM","HighwayLaneMiles","LINKCLASS","freeway","","","Run013","HighwayLaneMiles",520.417149
"ABM","HighwayLaneMiles","LINKCLASS","parkway","","","Run013","HighwayLaneMiles",35.846954
"ABM","HighwayLaneMiles","LINKCLASS","major_arterial","","","Run013","HighwayLaneMiles",1716.47024
"ABM","HighwayLaneMiles","LINKCLASS","minor_arterial","","","Run013","HighwayLaneMiles",2201.072256
"ABM","HighwayLaneMiles","LINKCLASS","collector","","","Run013","HighwayLaneMiles",270.7204
"ABM","HighwayLaneMiles","LINKCLASS","ramp","","","Run013","HighwayLaneMiles",85.659188
"ABM","HighwayLaneMiles","LINKCLASS","frontage_road","","","Run013","HighwayLaneMiles",172.542579
"ABM","TransitMilesPerFrequency","Mode","Rural","TimePeriod","PK","Run013","TransitMilesPerFrequency",103.674198
"ABM","TransitMilesPerFrequency","Mode","Regular","TimePeriod","PK","Run013","TransitMilesPerFrequency",993.141512
"ABM","TransitMilesPerFrequency","Mode","Express","TimePeriod","PK","Run013","TransitMilesPerFrequency",196.130189
"ABM","TransitMilesPerFrequency","Mode","CatTran","TimePeriod","PK","Run013","TransitMilesPerFrequency",34.27824
"ABM","TransitMilesPerFrequency","Mode","BRT","TimePeriod","PK","Run013","TransitMilesPerFrequency",65.643094
"ABM","TransitMilesPerFrequency","Mode","Rural","TimePeriod","OP","Run013","TransitMilesPerFrequency",103.291181
"ABM","TransitMilesPerFrequency","Mode","Regular","TimePeriod","OP","Run013","TransitMilesPerFrequency",794.727279
"ABM","TransitMilesPerFrequency","Mode","Express","TimePeriod","OP","Run013","TransitMilesPerFrequency",0
"ABM","TransitMilesPerFrequency","Mode","CatTran","TimePeriod","OP","Run013","TransitMilesPerFrequency",34.443529
"ABM","TransitMilesPerFrequency","Mode","BRT","TimePeriod","OP","Run013","TransitMilesPerFrequency",65.643094
"ABM","TransitQuarterMilePopEmp","Type","Total","","","Run013","Population",1443363
"ABM","TransitQuarterMilePopEmp","Type","Number","","","Run013","Population",568514.410968
"ABM","TransitQuarterMilePopEmp","Type","Percentage","","","Run013","Population",0.393882
"ABM","TransitQuarterMilePopEmp","Type","TotalDISADV","","","Run013","Population",685758
"ABM","TransitQuarterMilePopEmp","Type","NumberDISADV","","","Run013","Population",399729.483157
"ABM","TransitQuarterMilePopEmp","Type","PercentageDISADV","","","Run013","Population",0.582902
"ABM","TransitQuarterMilePopEmp","Type","Total","","","Run013","Jobs",521118
"ABM","TransitQuarterMilePopEmp","Type","Number","","","Run013","Jobs",320139.852314
"ABM","TransitQuarterMilePopEmp","Type","Percentage","","","Run013","Jobs",0.614333
"ABM","TransitQuarterMilePopEmp","Type","TotalDISADV","","","Run013","Jobs",159197
"ABM","TransitQuarterMilePopEmp","Type","NumberDISADV","","","Run013","Jobs",117422.150097
"ABM","TransitQuarterMilePopEmp","Type","PercentageDISADV","","","Run013","Jobs",0.73759
"ABM","AverageTransitSpeed","TimePeriod","PK","","","Run013","AverageTransitSpeed",13.350639
"ABM","AverageTransitSpeed","TimePeriod","OP","","","Run013","AverageTransitSpeed",10.085949
"ABM","AverageTransitSpeed","TimePeriod","DY","","","Run013","AverageTransitSpeed",13.328872
"ABM","TravelTimeIndex","TimePeriod","AM","","","Run013","TravelTimeIndex",1.613809
"ABM","TravelTimeIndex","TimePeriod","PM","","","Run013","TravelTimeIndex",2.082456
"ABM","Speed","","","","","Run013","Speed",35.3337982828669
"ABM","Accessibility","","","","","Run013","Auto Accessibility Off Peak",76630.1317861065
"ABM","Accessibility","","","","","Run013","Auto Accessibility Peak",38702.8387242651
"ABM","Accessibility","","","","","Run013","Auto Accessibility Off Peak within 30 Minutes",371576.55623421
"ABM","Accessibility","","","","","Run013","Auto Accessibility Peak within 30 Minutes",189459.569338797
"ABM","Accessibility","","","","","Run013","Auto Accessibility Percentage Off Peak within 30 Minutes",0.713037270319217
"ABM","Accessibility","","","","","Run013","Auto Accessibility Percentage Peak within 30 Minutes",0.363563663774418
"ABM","Accessibility","","","","","Run013","Transit Accessibility Off Peak",1193.71024908589
"ABM","Accessibility","","","","","Run013","Transit Accessibility Peak",1116.75225465445
"ABM","Accessibility","","","","","Run013","Transit Accessibility Off Peak within 45 Minutes",19700.6776830598
"ABM","Accessibility","","","","","Run013","Transit Accessibility Off Peak within 60 Minutes",51198.1209915169
"ABM","Accessibility","","","","","Run013","Transit Accessibility Off Peak within 90 Minutes",120443.677917916
"ABM","Accessibility","","","","","Run013","Transit Accessibility Percentage Off Peak within 45 Minutes",0.0378046386481754
"ABM","Accessibility","","","","","Run013","Transit Accessibility Percentage Off Peak within 60 Minutes",0.0982466945903172
"ABM","Accessibility","","","","","Run013","Transit Accessibility Percentage Off Peak within 90 Minutes",0.231125537628553
"ABM","Accessibility","","","","","Run013","Transit Accessibility Peak within 45 Minutes",17630.4193288526
"ABM","Accessibility","","","","","Run013","Transit Accessibility Peak within 60 Minutes",43356.8536033036
"ABM","Accessibility","","","","","Run013","Transit Accessibility Peak within 90 Minutes",105963.625605112
"ABM","Accessibility","","","","","Run013","Transit Accessibility Percetange Peak within 45 Minutes",0.0338319139405137
