"yearID","pollutantID","sourceTypeID","emissionQuant"
2055,117,62,934206
2055,117,61,501723
2055,117,54,55847.5
2055,117,53,34225.7
2055,117,52,507393
2055,117,51,10744.2
2055,117,43,6987.97
2055,117,42,9897.62
2055,117,41,5095.5
2055,117,32,495354
2055,117,31,4889950
2055,117,21,5151130
2055,117,11,17483.4
2055,116,62,2148450
2055,116,61,1181430
2055,116,54,162675
2055,116,53,94388.6
2055,116,52,1347470
2055,116,51,34158.2
2055,116,43,24155.1
2055,116,42,31472.6
2055,116,41,17842.9
2055,116,32,1010660
2055,116,31,10078600
2055,116,21,9621610
2055,116,11,36756.6
2055,110,62,772447
2055,110,61,841588
2055,110,54,189145
2055,110,53,61336.4
2055,110,52,1689880
2055,110,51,13002.4
2055,110,43,21714.6
2055,110,42,30040.1
2055,110,41,9741.48
2055,110,32,1290060
2055,110,31,11676400
2055,110,21,4109150
2055,110,11,550665
2055,107,62,6228070
2055,107,61,3344840
2055,107,54,372318
2055,107,53,228173
2055,107,52,3382640
2055,107,51,71628.3
2055,107,43,46586.7
2055,107,42,65984.5
2055,107,41,33970.2
2055,107,32,3302380
2055,107,31,32599800
2055,107,21,34341000
2055,107,11,116557
2055,106,62,17187600
2055,106,61,9451430
2055,106,54,1301400
2055,106,53,755109
2055,106,52,10779800
2055,106,51,273266
2055,106,43,193241
2055,106,42,251781
2055,106,41,142743
2055,106,32,8085250
2055,106,31,80628500
2055,106,21,76972900
2055,106,11,294053
2055,100,62,840032
2055,100,61,914837
2055,100,54,212623
2055,100,53,68229
2055,100,52,1892100
2055,100,51,14253.8
2055,100,43,23849.4
2055,100,42,33683.7
2055,100,41,10910.4
2055,100,32,1457120
2055,100,31,13194300
2055,100,21,4645080
2055,100,11,622488
2055,98,62,3.25926e+11
2055,98,61,2.12642e+11
2055,98,54,20739400000
2055,98,53,11324500000
2055,98,52,1.76711e+11
2055,98,51,3.62e+09
2055,98,43,2775550000
2055,98,42,5387760000
2055,98,41,1829500000
2055,98,32,95268800000
2055,98,31,8.87549e+11
2055,98,21,2.12961e+11
2055,98,11,1.0227e+10
2055,87,62,16015600
2055,87,61,9583760
2055,87,54,7589540
2055,87,53,1435190
2055,87,52,43190900
2055,87,51,456894
2055,87,43,318331
2055,87,42,1149320
2055,87,41,359385
2055,87,32,41588100
2055,87,31,403210000
2055,87,21,170573000
2055,87,11,151576000
2055,3,62,242634000
2055,3,61,136701000
2055,3,54,5759810
2055,3,53,3594330
2055,3,52,81761300
2055,3,51,3469040
2055,3,43,1567950
2055,3,42,3100460
2055,3,41,1305990
2055,3,32,15289000
2055,3,31,101848000
2055,3,21,20953400
2055,3,11,19558700
2055,2,62,387977000
2055,2,61,189122000
2055,2,54,88289400
2055,2,53,18561300
2055,2,52,385966000
2055,2,51,14815000
2055,2,43,5455370
2055,2,42,42412600
2055,2,41,13630600
2055,2,32,326467000
2055,2,31,3371750000
2055,2,21,1415820000
2055,2,11,309922000
