"source","measures","dim1","dim1_value","dim2","dim2_value","Scenario","measure_name","measure_value"
"ABM","Mode Share","Mode","Auto","","","Run084","Trips",1024983
"ABM","Mode Share","Mode","Bike","","","Run084","Trips",22380
"ABM","Mode Share","Mode","SchoolBus","","","Run084","Trips",15384
"ABM","Mode Share","Mode","Taxi","","","Run084","Trips",2978
"ABM","Mode Share","Mode","Transit","","","Run084","Trips",28875
"ABM","Mode Share","Mode","Walk","","","Run084","Trips",147936
"ABM","Mode Share","Mode","Auto","","","Run084","Share",0.824912115222416
"ABM","Mode Share","Mode","Bike","","","Run084","Share",0.0180115505707682
"ABM","Mode Share","Mode","SchoolBus","","","Run084","Share",0.0123811302046782
"ABM","Mode Share","Mode","Taxi","","","Run084","Share",0.00239671124216924
"ABM","Mode Share","Mode","Transit","","","Run084","Share",0.0232387633034375
"ABM","Mode Share","Mode","Walk","","","Run084","Share",0.119059729456531
"ABM","PMT","Mode","Auto","","","Run084","TotalPMT",4872343.89
"ABM","PMT","Mode","Bike","","","Run084","TotalPMT",53191.94
"ABM","PMT","Mode","SchoolBus","","","Run084","TotalPMT",82114.67
"ABM","PMT","Mode","Taxi","","","Run084","TotalPMT",6269.87
"ABM","PMT","Mode","Transit","","","Run084","TotalPMT",219221.92
"ABM","PMT","Mode","Walk","","","Run084","TotalPMT",120269.14
"ABM","PMT","Mode","Auto","","","Run084","PMTRatio",0.910138134105639
"ABM","PMT","Mode","Bike","","","Run084","PMTRatio",0.00993608294365673
"ABM","PMT","Mode","SchoolBus","","","Run084","PMTRatio",0.0153387556838687
"ABM","PMT","Mode","Taxi","","","Run084","PMTRatio",0.00117119150694532
"ABM","PMT","Mode","Transit","","","Run084","PMTRatio",0.0409499480595684
"ABM","PMT","Mode","Walk","","","Run084","PMTRatio",0.022465887700322
"ABM","VMT","","","","","Run084","VMT",25927539.127362
"ABM","CongestedVMT","","","","","Run084","CongestedVMT",1295264.487787
"ABM","CongestedVMTPCT","","","","","Run084","CongestedVMTPCT",0.0499570931673987
"ABM","VMT","","","","","Run084","VMTPerCapita",21.1133389255703
"ABM","VHT","","","","","Run084","VHT",598686.608796
"ABM","VHT","","","","","Run084","VHTPerCapita",0.487523062625355
"ABM","CommuteTime","Mode","Auto","","","Run084","CommuteTime",20.0982696348458
"ABM","CommuteTime","Mode","Bike","","","Run084","CommuteTime",26.2824023154848
"ABM","CommuteTime","Mode","Taxi","","","Run084","CommuteTime",4.1758
"ABM","CommuteTime","Mode","Transit","","","Run084","CommuteTime",58.5637486527269
"ABM","CommuteTime","Mode","Walk","","","Run084","CommuteTime",21.3852680851064
"ABM","AverageTransitTravelTime","","","","","Run084","AverageTransitTravelTime",43.4375452813853
"ABM","HighwayLaneMiles","LINKCLASS","freeway","","","Run084","HighwayLaneMiles",520.417149
"ABM","HighwayLaneMiles","LINKCLASS","parkway","","","Run084","HighwayLaneMiles",35.846954
"ABM","HighwayLaneMiles","LINKCLASS","major_arterial","","","Run084","HighwayLaneMiles",1716.47024
"ABM","HighwayLaneMiles","LINKCLASS","minor_arterial","","","Run084","HighwayLaneMiles",2201.072256
"ABM","HighwayLaneMiles","LINKCLASS","collector","","","Run084","HighwayLaneMiles",270.7204
"ABM","HighwayLaneMiles","LINKCLASS","ramp","","","Run084","HighwayLaneMiles",85.659188
"ABM","HighwayLaneMiles","LINKCLASS","frontage_road","","","Run084","HighwayLaneMiles",172.542579
"ABM","TransitMilesPerFrequency","Mode","Rural","TimePeriod","PK","Run084","TransitMilesPerFrequency",272.885873
"ABM","TransitMilesPerFrequency","Mode","Regular","TimePeriod","PK","Run084","TransitMilesPerFrequency",2614.095818
"ABM","TransitMilesPerFrequency","Mode","Express","TimePeriod","PK","Run084","TransitMilesPerFrequency",516.243758
"ABM","TransitMilesPerFrequency","Mode","CatTran","TimePeriod","PK","Run084","TransitMilesPerFrequency",90.225414
"ABM","TransitMilesPerFrequency","Mode","BRT","TimePeriod","PK","Run084","TransitMilesPerFrequency",172.782363
"ABM","TransitMilesPerFrequency","Mode","Rural","TimePeriod","OP","Run084","TransitMilesPerFrequency",271.877713
"ABM","TransitMilesPerFrequency","Mode","Regular","TimePeriod","OP","Run084","TransitMilesPerFrequency",2091.840118
"ABM","TransitMilesPerFrequency","Mode","Express","TimePeriod","OP","Run084","TransitMilesPerFrequency",0
"ABM","TransitMilesPerFrequency","Mode","CatTran","TimePeriod","OP","Run084","TransitMilesPerFrequency",90.660479
"ABM","TransitMilesPerFrequency","Mode","BRT","TimePeriod","OP","Run084","TransitMilesPerFrequency",172.782363
"ABM","TransitQuarterMilePopEmp","Type","Total","","","Run084","Population",1228017
"ABM","TransitQuarterMilePopEmp","Type","Number","","","Run084","Population",493921.182936
"ABM","TransitQuarterMilePopEmp","Type","Percentage","","","Run084","Population",0.40221
"ABM","TransitQuarterMilePopEmp","Type","TotalDISADV","","","Run084","Population",601736
"ABM","TransitQuarterMilePopEmp","Type","NumberDISADV","","","Run084","Population",350161.279914
"ABM","TransitQuarterMilePopEmp","Type","PercentageDISADV","","","Run084","Population",0.581918
"ABM","TransitQuarterMilePopEmp","Type","Total","","","Run084","Jobs",468503
"ABM","TransitQuarterMilePopEmp","Type","Number","","","Run084","Jobs",300286.626576
"ABM","TransitQuarterMilePopEmp","Type","Percentage","","","Run084","Jobs",0.640949
"ABM","TransitQuarterMilePopEmp","Type","TotalDISADV","","","Run084","Jobs",147216
"ABM","TransitQuarterMilePopEmp","Type","NumberDISADV","","","Run084","Jobs",111524.923213
"ABM","TransitQuarterMilePopEmp","Type","PercentageDISADV","","","Run084","Jobs",0.75756
"ABM","AverageTransitSpeed","TimePeriod","PK","","","Run084","AverageTransitSpeed",13.80163
"ABM","AverageTransitSpeed","TimePeriod","OP","","","Run084","AverageTransitSpeed",14.545363
"ABM","AverageTransitSpeed","TimePeriod","DY","","","Run084","AverageTransitSpeed",13.808369
"ABM","TravelTimeIndex","TimePeriod","AM","","","Run084","TravelTimeIndex",1.309955
"ABM","TravelTimeIndex","TimePeriod","PM","","","Run084","TravelTimeIndex",1.557048
"ABM","Speed","","","","","Run084","Speed",43.3073643980514
"ABM","Accessibility","","","","","Run084","Auto Accessibility Off Peak",78369.0151688796
"ABM","Accessibility","","","","","Run084","Auto Accessibility Peak",55211.0422715441
"ABM","Accessibility","","","","","Run084","Auto Accessibility Off Peak within 30 Minutes",372756.492022808
"ABM","Accessibility","","","","","Run084","Auto Accessibility Peak within 30 Minutes",283269.792746678
"ABM","Accessibility","","","","","Run084","Auto Accessibility Percentage Off Peak within 30 Minutes",0.795633095247646
"ABM","Accessibility","","","","","Run084","Auto Accessibility Percentage Peak within 30 Minutes",0.604627489571418
"ABM","Accessibility","","","","","Run084","Transit Accessibility Off Peak",3345.83958325971
"ABM","Accessibility","","","","","Run084","Transit Accessibility Peak",3110.04116540929
"ABM","Accessibility","","","","","Run084","Transit Accessibility Off Peak within 45 Minutes",64537.5711683107
"ABM","Accessibility","","","","","Run084","Transit Accessibility Off Peak within 60 Minutes",114977.408542181
"ABM","Accessibility","","","","","Run084","Transit Accessibility Off Peak within 90 Minutes",172617.984477287
"ABM","Accessibility","","","","","Run084","Transit Accessibility Percentage Off Peak within 45 Minutes",0.137752738335316
"ABM","Accessibility","","","","","Run084","Transit Accessibility Percentage Off Peak within 60 Minutes",0.245414455280288
"ABM","Accessibility","","","","","Run084","Transit Accessibility Percentage Off Peak within 90 Minutes",0.368445846616323
"ABM","Accessibility","","","","","Run084","Transit Accessibility Peak within 45 Minutes",56245.1719673661
"ABM","Accessibility","","","","","Run084","Transit Accessibility Peak within 60 Minutes",103478.624419799
"ABM","Accessibility","","","","","Run084","Transit Accessibility Peak within 90 Minutes",172194.899843539
"ABM","Accessibility","","","","","Run084","Transit Accessibility Percetange Peak within 45 Minutes",0.120052960103492
