"yearID","pollutantID","sourceTypeID","emissionQuant"
2055,117,62,867265
2055,117,61,465772
2055,117,54,52173.9
2055,117,53,31974.4
2055,117,52,474017
2055,117,51,10037.5
2055,117,43,6536.05
2055,117,42,9257.57
2055,117,41,4765.99
2055,117,32,464137
2055,117,31,4581790
2055,117,21,4826520
2055,117,11,16417.2
2055,116,62,1745240
2055,116,61,959267
2055,116,54,139756
2055,116,53,81346.6
2055,116,52,1159870
2055,116,51,29355.8
2055,116,43,20888.1
2055,116,42,26997.1
2055,116,41,15380.2
2055,116,32,888877
2055,116,31,8852680
2055,116,21,8451040
2055,116,11,32377
2055,110,62,734889
2055,110,61,815455
2055,110,54,184597
2055,110,53,58941.8
2055,110,52,1653860
2055,110,51,12370.9
2055,110,43,20684.5
2055,110,42,28900.2
2055,110,41,9343.14
2055,110,32,1270910
2055,110,31,11579100
2055,110,21,4770090
2055,110,11,532022
2055,107,62,5781800
2055,107,61,3105160
2055,107,54,347827
2055,107,53,213164
2055,107,52,3160130
2055,107,51,66916.9
2055,107,43,43573.9
2055,107,42,61717.4
2055,107,41,31773.4
2055,107,32,3094260
2055,107,31,30545400
2055,107,21,32176900
2055,107,11,109449
2055,106,62,13961900
2055,106,61,7674140
2055,106,54,1118050
2055,106,53,650773
2055,106,52,9279000
2055,106,51,234847
2055,106,43,167105
2055,106,42,215976
2055,106,41,123041
2055,106,32,7111010
2055,106,31,70821500
2055,106,21,67608300
2055,106,11,259016
2055,100,62,799170
2055,100,61,886425
2055,100,54,207539
2055,100,53,65575.8
2055,100,52,1852210
2055,100,51,13557.7
2055,100,43,22725.9
2055,100,42,32408.2
2055,100,41,10465.1
2055,100,32,1435510
2055,100,31,13084300
2055,100,21,5392220
2055,100,11,601413
2055,98,62,3.13468e+11
2055,98,61,2.04739e+11
2055,98,54,19998800000
2055,98,53,10854400000
2055,98,52,1.69771e+11
2055,98,51,3465620000
2055,98,43,2657410000
2055,98,42,5183710000
2055,98,41,1760520000
2055,98,32,91154100000
2055,98,31,8.51313e+11
2055,98,21,2.58172e+11
2055,98,11,9885760000
2055,87,62,15361600
2055,87,61,9178960
2055,87,54,7472750
2055,87,53,1380170
2055,87,52,42432200
2055,87,51,424498
2055,87,43,309559
2055,87,42,1107680
2055,87,41,343844
2055,87,32,40789000
2055,87,31,396100000
2055,87,21,187757000
2055,87,11,149604000
2055,3,62,229795000
2055,3,61,128207000
2055,3,54,5478880
2055,3,53,3341110
2055,3,52,77987400
2055,3,51,3246940
2055,3,43,1477530
2055,3,42,2926660
2055,3,41,1229470
2055,3,32,14993400
2055,3,31,100627000
2055,3,21,26189400
2055,3,11,18991800
2055,2,62,360834000
2055,2,61,175631000
2055,2,54,90651200
2055,2,53,18125900
2055,2,52,380699000
2055,2,51,13984200
2055,2,43,5465710
2055,2,42,42977800
2055,2,41,13823500
2055,2,32,320130000
2055,2,31,3315040000
2055,2,21,1628720000
2055,2,11,298956000
