"source","measures","dim1","dim1_value","dim2","dim2_value","Scenario","measure_name","measure_value"
"ABM","Mode Share","Mode","Auto","","","Run004","Trips",1074101
"ABM","Mode Share","Mode","Bike","","","Run004","Trips",23755
"ABM","Mode Share","Mode","SchoolBus","","","Run004","Trips",17014
"ABM","Mode Share","Mode","Taxi","","","Run004","Trips",4203
"ABM","Mode Share","Mode","Transit","","","Run004","Trips",23422
"ABM","Mode Share","Mode","Walk","","","Run004","Trips",155607
"ABM","Mode Share","Mode","Auto","","","Run004","Share",0.827439600277944
"ABM","Mode Share","Mode","Bike","","","Run004","Share",0.0182997946232268
"ABM","Mode Share","Mode","SchoolBus","","","Run004","Share",0.0131068282769767
"ABM","Mode Share","Mode","Taxi","","","Run004","Share",0.00323780411708787
"ABM","Mode Share","Mode","Transit","","","Run004","Share",0.0180432662456417
"ABM","Mode Share","Mode","Walk","","","Run004","Share",0.119872706459123
"ABM","PMT","Mode","Auto","","","Run004","TotalPMT",5050815.04
"ABM","PMT","Mode","Bike","","","Run004","TotalPMT",58403.97
"ABM","PMT","Mode","SchoolBus","","","Run004","TotalPMT",91506.7
"ABM","PMT","Mode","Taxi","","","Run004","TotalPMT",9305.57
"ABM","PMT","Mode","Transit","","","Run004","TotalPMT",161046.73
"ABM","PMT","Mode","Walk","","","Run004","TotalPMT",129013.27
"ABM","PMT","Mode","Auto","","","Run004","PMTRatio",0.918314766586928
"ABM","PMT","Mode","Bike","","","Run004","PMTRatio",0.0106187274041023
"ABM","PMT","Mode","SchoolBus","","","Run004","PMTRatio",0.0166373056994065
"ABM","PMT","Mode","Taxi","","","Run004","PMTRatio",0.00169189373889809
"ABM","PMT","Mode","Transit","","","Run004","PMTRatio",0.0292807376825935
"ABM","PMT","Mode","Walk","","","Run004","PMTRatio",0.0234565688880712
"ABM","VMT","","","","","Run004","VMT",27870579.010505
"ABM","CongestedVMT","","","","","Run004","CongestedVMT",1431378.350121
"ABM","CongestedVMTPCT","","","","","Run004","CongestedVMTPCT",0.0513580413805355
"ABM","VMT","","","","","Run004","VMTPerCapita",21.4128820437507
"ABM","VHT","","","","","Run004","VHT",653806.396946
"ABM","VHT","","","","","Run004","VHTPerCapita",0.502317488702961
"ABM","CommuteTime","Mode","Auto","","","Run004","CommuteTime",19.745315023407
"ABM","CommuteTime","Mode","Bike","","","Run004","CommuteTime",26.0488783943329
"ABM","CommuteTime","Mode","Taxi","","","Run004","CommuteTime",5.55916666666667
"ABM","CommuteTime","Mode","Transit","","","Run004","CommuteTime",63.1987679242656
"ABM","CommuteTime","Mode","Walk","","","Run004","CommuteTime",22.6156276747504
"ABM","AverageTransitTravelTime","","","","","Run004","AverageTransitTravelTime",48.85649346768
"ABM","HighwayLaneMiles","LINKCLASS","freeway","","","Run004","HighwayLaneMiles",608.017799
"ABM","HighwayLaneMiles","LINKCLASS","parkway","","","Run004","HighwayLaneMiles",43.900421
"ABM","HighwayLaneMiles","LINKCLASS","major_arterial","","","Run004","HighwayLaneMiles",1808.476947
"ABM","HighwayLaneMiles","LINKCLASS","minor_arterial","","","Run004","HighwayLaneMiles",2204.904036
"ABM","HighwayLaneMiles","LINKCLASS","collector","","","Run004","HighwayLaneMiles",280.389408
"ABM","HighwayLaneMiles","LINKCLASS","ramp","","","Run004","HighwayLaneMiles",103.940014
"ABM","HighwayLaneMiles","LINKCLASS","frontage_road","","","Run004","HighwayLaneMiles",172.542579
"ABM","TransitMilesPerFrequency","Mode","Rural","TimePeriod","PK","Run004","TransitMilesPerFrequency",131.956422
"ABM","TransitMilesPerFrequency","Mode","Regular","TimePeriod","PK","Run004","TransitMilesPerFrequency",1278.193075
"ABM","TransitMilesPerFrequency","Mode","Express","TimePeriod","PK","Run004","TransitMilesPerFrequency",249.66167
"ABM","TransitMilesPerFrequency","Mode","CatTran","TimePeriod","PK","Run004","TransitMilesPerFrequency",43.629247
"ABM","TransitMilesPerFrequency","Mode","BRT","TimePeriod","PK","Run004","TransitMilesPerFrequency",83.550216
"ABM","TransitMilesPerFrequency","Mode","Rural","TimePeriod","OP","Run004","TransitMilesPerFrequency",131.468919
"ABM","TransitMilesPerFrequency","Mode","Regular","TimePeriod","OP","Run004","TransitMilesPerFrequency",1025.198087
"ABM","TransitMilesPerFrequency","Mode","Express","TimePeriod","OP","Run004","TransitMilesPerFrequency",0
"ABM","TransitMilesPerFrequency","Mode","CatTran","TimePeriod","OP","Run004","TransitMilesPerFrequency",43.629247
"ABM","TransitMilesPerFrequency","Mode","BRT","TimePeriod","OP","Run004","TransitMilesPerFrequency",83.550216
"ABM","TransitQuarterMilePopEmp","Type","Total","","","Run004","Population",1301580
"ABM","TransitQuarterMilePopEmp","Type","Number","","","Run004","Population",539370.888312
"ABM","TransitQuarterMilePopEmp","Type","Percentage","","","Run004","Population",0.414397
"ABM","TransitQuarterMilePopEmp","Type","TotalDISADV","","","Run004","Population",638412
"ABM","TransitQuarterMilePopEmp","Type","NumberDISADV","","","Run004","Population",381563.756681
"ABM","TransitQuarterMilePopEmp","Type","PercentageDISADV","","","Run004","Population",0.597676
"ABM","TransitQuarterMilePopEmp","Type","Total","","","Run004","Jobs",486066
"ABM","TransitQuarterMilePopEmp","Type","Number","","","Run004","Jobs",314570.926452
"ABM","TransitQuarterMilePopEmp","Type","Percentage","","","Run004","Jobs",0.647177
"ABM","TransitQuarterMilePopEmp","Type","TotalDISADV","","","Run004","Jobs",151718
"ABM","TransitQuarterMilePopEmp","Type","NumberDISADV","","","Run004","Jobs",117813.446535
"ABM","TransitQuarterMilePopEmp","Type","PercentageDISADV","","","Run004","Jobs",0.776529
"ABM","AverageTransitSpeed","TimePeriod","PK","","","Run004","AverageTransitSpeed",13.221517
"ABM","AverageTransitSpeed","TimePeriod","OP","","","Run004","AverageTransitSpeed",13.117741
"ABM","AverageTransitSpeed","TimePeriod","DY","","","Run004","AverageTransitSpeed",13.22097
"ABM","TravelTimeIndex","TimePeriod","AM","","","Run004","TravelTimeIndex",1.329201
"ABM","TravelTimeIndex","TimePeriod","PM","","","Run004","TravelTimeIndex",1.596257
"ABM","Speed","","","","","Run004","Speed",42.6281834204919
"ABM","Accessibility","","","","","Run004","Auto Accessibility Off Peak",83323.8912482511
"ABM","Accessibility","","","","","Run004","Auto Accessibility Peak",56770.1838574265
"ABM","Accessibility","","","","","Run004","Auto Accessibility Off Peak within 30 Minutes",393241.257459043
"ABM","Accessibility","","","","","Run004","Auto Accessibility Peak within 30 Minutes",291190.285182391
"ABM","Accessibility","","","","","Run004","Auto Accessibility Percentage Off Peak within 30 Minutes",0.809028521762565
"ABM","Accessibility","","","","","Run004","Auto Accessibility Percentage Peak within 30 Minutes",0.599075609448904
"ABM","Accessibility","","","","","Run004","Transit Accessibility Off Peak",1650.73981823503
"ABM","Accessibility","","","","","Run004","Transit Accessibility Peak",1683.5632428852
"ABM","Accessibility","","","","","Run004","Transit Accessibility Off Peak within 45 Minutes",31977.5218762821
"ABM","Accessibility","","","","","Run004","Transit Accessibility Off Peak within 60 Minutes",73603.7298524191
"ABM","Accessibility","","","","","Run004","Transit Accessibility Off Peak within 90 Minutes",146966.836601354
"ABM","Accessibility","","","","","Run004","Transit Accessibility Percentage Off Peak within 45 Minutes",0.0657884358837733
"ABM","Accessibility","","","","","Run004","Transit Accessibility Percentage Off Peak within 60 Minutes",0.15142743959137
"ABM","Accessibility","","","","","Run004","Transit Accessibility Percentage Off Peak within 90 Minutes",0.302359837144244
"ABM","Accessibility","","","","","Run004","Transit Accessibility Peak within 45 Minutes",31301.8327917526
"ABM","Accessibility","","","","","Run004","Transit Accessibility Peak within 60 Minutes",69877.289792916
"ABM","Accessibility","","","","","Run004","Transit Accessibility Peak within 90 Minutes",144773.373705887
"ABM","Accessibility","","","","","Run004","Transit Accessibility Percetange Peak within 45 Minutes",0.0643983179069357
"ABM","Accessibility","","","","","Run004","Transit Accessibility Percentage Peak within 60 Minutes",0.143760908586316
"ABM","Accessibility","","","","","Run004","Transit Accessibility Percentage Peak within 90 Minutes",0.29784715183923
"ABM","Disadvantage Zone Home to Work Commute Time","Mode","Auto","Disadvantage Zone","0","Run004","CommuteTime",20.6690108948026
"ABM","Disadvantage Zone Home to Work Commute Time","Mode","Auto","Disadvantage Zone","1","Run004","CommuteTime",16.964460690748
"ABM","Disadvantage Zone Home to Work Commute Time","Mode","Bike","Disadvantage Zone","0","Run004","CommuteTime",28.0546896551724
"ABM","Disadvantage Zone Home to Work Commute Time","Mode","Bike","Disadvantage Zone","1","Run004","CommuteTime",24.5723255813953
"ABM","Disadvantage Zone Home to Work Commute Time","Mode","Taxi","Disadvantage Zone","0","Run004","CommuteTime",4.58047619047619
"ABM","Disadvantage Zone Home to Work Commute Time","Mode","Taxi","Disadvantage Zone","1","Run004","CommuteTime",6.56428571428571
"ABM","Disadvantage Zone Home to Work Commute Time","Mode","Transit","Disadvantage Zone","0","Run004","CommuteTime",63.0078676122931
"ABM","Disadvantage Zone Home to Work Commute Time","Mode","Transit","Disadvantage Zone","1","Run004","CommuteTime",61.1611740445422
