"yearID","pollutantID","sourceTypeID","emissionQuant"
2055,117,62,931116
2055,117,61,500064
2055,117,54,55566.7
2055,117,53,34053.8
2055,117,52,504843
2055,117,51,10690.1
2055,117,43,6947.26
2055,117,42,9839.9
2055,117,41,5065.8
2055,117,32,492944
2055,117,31,4866170
2055,117,21,5126070
2055,117,11,17376.4
2055,116,62,2140160
2055,116,61,1176840
2055,116,54,162869
2055,116,53,94532.4
2055,116,52,1349250
2055,116,51,34044.2
2055,116,43,24249.7
2055,116,42,31580.2
2055,116,41,17837.4
2055,116,32,1010340
2055,116,31,10071800
2055,116,21,9617630
2055,116,11,36734
2055,110,62,758200
2055,110,61,816894
2055,110,54,187879
2055,110,53,60419.2
2055,110,52,1675840
2055,110,51,12757.7
2055,110,43,21386.8
2055,110,42,29915.2
2055,110,41,9698.2
2055,110,32,1280380
2055,110,31,11595400
2055,110,21,8046360
2055,110,11,543156
2055,107,62,6207470
2055,107,61,3333780
2055,107,54,370447
2055,107,53,227026
2055,107,52,3365640
2055,107,51,71267.6
2055,107,43,46315.3
2055,107,42,65599.6
2055,107,41,33772.2
2055,107,32,3286310
2055,107,31,32441300
2055,107,21,34174000
2055,107,11,115844
2055,106,62,17121300
2055,106,61,9414720
2055,106,54,1302950
2055,106,53,756259
2055,106,52,10794000
2055,106,51,272353
2055,106,43,193998
2055,106,42,252642
2055,106,41,142699
2055,106,32,8082750
2055,106,31,80574400
2055,106,21,76941000
2055,106,11,293872
2055,100,62,824544
2055,100,61,887995
2055,100,54,211207
2055,100,53,67206.2
2055,100,52,1876420
2055,100,51,13987.2
2055,100,43,23492.4
2055,100,42,33546.6
2055,100,41,10862.9
2055,100,32,1446190
2055,100,31,13102700
2055,100,21,9095790
2055,100,11,614000
2055,98,62,3.20469e+11
2055,98,61,2.08959e+11
2055,98,54,20360700000
2055,98,53,11163500000
2055,98,52,1.74042e+11
2055,98,51,3564520000
2055,98,43,2734310000
2055,98,42,5300400000
2055,98,41,1800450000
2055,98,32,93926500000
2055,98,31,8.735e+11
2055,98,21,5.63322e+11
2055,98,11,10112200000
2055,87,62,15687700
2055,87,61,9398210
2055,87,54,7544790
2055,87,53,1425830
2055,87,52,43045100
2055,87,51,452618
2055,87,43,315933
2055,87,42,1138160
2055,87,41,356038
2055,87,32,41443100
2055,87,31,401676000
2055,87,21,290341000
2055,87,11,151355000
2055,3,62,238240000
2055,3,61,134658000
2055,3,54,5689910
2055,3,53,3560910
2055,3,52,81201400
2055,3,51,3429600
2055,3,43,1553780
2055,3,42,3065420
2055,3,41,1289170
2055,3,32,15235400
2055,3,31,101481000
2055,3,21,54184300
2055,3,11,19415800
2055,2,62,383913000
2055,2,61,186837000
2055,2,54,83231100
2055,2,53,18060800
2055,2,52,376778000
2055,2,51,14695700
2055,2,43,5238630
2055,2,42,40761100
2055,2,41,13130000
2055,2,32,316320000
2055,2,31,3247310000
2055,2,21,2758930000
2055,2,11,307493000
