"source","measures","dim1","dim1_value","dim2","dim2_value","Scenario","measure_name","measure_value"
"ABM","Mode Share","Mode","Auto","","","Run074","Trips",970748
"ABM","Mode Share","Mode","Bike","","","Run074","Trips",18881
"ABM","Mode Share","Mode","SchoolBus","","","Run074","Trips",16496
"ABM","Mode Share","Mode","Taxi","","","Run074","Trips",2621
"ABM","Mode Share","Mode","Transit","","","Run074","Trips",10891
"ABM","Mode Share","Mode","Walk","","","Run074","Trips",135203
"ABM","Mode Share","Mode","Auto","","","Run074","Share",0.840590904367705
"ABM","Mode Share","Mode","Bike","","","Run074","Share",0.0163494510062
"ABM","Mode Share","Mode","SchoolBus","","","Run074","Share",0.0142842298500225
"ABM","Mode Share","Mode","Taxi","","","Run074","Share",0.00226957846974473
"ABM","Mode Share","Mode","Transit","","","Run074","Share",0.00943074365280039
"ABM","Mode Share","Mode","Walk","","","Run074","Share",0.117075092653528
"ABM","PMT","Mode","Auto","","","Run074","TotalPMT",4641198.01
"ABM","PMT","Mode","Bike","","","Run074","TotalPMT",48824.17
"ABM","PMT","Mode","SchoolBus","","","Run074","TotalPMT",99173.5
"ABM","PMT","Mode","Taxi","","","Run074","TotalPMT",6793.92
"ABM","PMT","Mode","Transit","","","Run074","TotalPMT",66360.65
"ABM","PMT","Mode","Walk","","","Run074","TotalPMT",110291.57
"ABM","PMT","Mode","Auto","","","Run074","PMTRatio",0.933346534498638
"ABM","PMT","Mode","Bike","","","Run074","PMTRatio",0.00981855757308496
"ABM","PMT","Mode","SchoolBus","","","Run074","PMTRatio",0.019943825352778
"ABM","PMT","Mode","Taxi","","","Run074","PMTRatio",0.00136625967562651
"ABM","PMT","Mode","Transit","","","Run074","PMTRatio",0.0133451498020825
"ABM","PMT","Mode","Walk","","","Run074","PMTRatio",0.0221796730977901
"ABM","VMT","","","","","Run074","VMT",24788453.574389
"ABM","CongestedVMT","","","","","Run074","CongestedVMT",1086794.476894
"ABM","CongestedVMTPCT","","","","","Run074","CongestedVMTPCT",0.0438427703298465
"ABM","VMT","","","","","Run074","VMTPerCapita",21.5358696458992
