"source","measures","dim1","dim1_value","dim2","dim2_value","Scenario","measure_name","measure_value"
"ABM","Mode Share","Mode","Auto","","","Run085","Trips",1005769
"ABM","Mode Share","Mode","Bike","","","Run085","Trips",21224
"ABM","Mode Share","Mode","SchoolBus","","","Run085","Trips",15941
"ABM","Mode Share","Mode","Taxi","","","Run085","Trips",3403
"ABM","Mode Share","Mode","Transit","","","Run085","Trips",21318
"ABM","Mode Share","Mode","Walk","","","Run085","Trips",140400
"ABM","Mode Share","Mode","Auto","","","Run085","Share",0.832552325846091
"ABM","Mode Share","Mode","Bike","","","Run085","Share",0.0175687365227577
"ABM","Mode Share","Mode","SchoolBus","","","Run085","Share",0.0131955912603317
"ABM","Mode Share","Mode","Taxi","","","Run085","Share",0.00281692472610932
"ABM","Mode Share","Mode","Transit","","","Run085","Share",0.0176465475495735
"ABM","Mode Share","Mode","Walk","","","Run085","Share",0.116219874095136
"ABM","PMT","Mode","Auto","","","Run085","TotalPMT",4870111.96
"ABM","PMT","Mode","Bike","","","Run085","TotalPMT",52704.78
"ABM","PMT","Mode","SchoolBus","","","Run085","TotalPMT",91165.54
"ABM","PMT","Mode","Taxi","","","Run085","TotalPMT",7569.12
"ABM","PMT","Mode","Transit","","","Run085","TotalPMT",151779.9
"ABM","PMT","Mode","Walk","","","Run085","TotalPMT",115711.74
"ABM","PMT","Mode","Auto","","","Run085","PMTRatio",0.920792650611518
"ABM","PMT","Mode","Bike","","","Run085","PMTRatio",0.00996489905667321
"ABM","PMT","Mode","SchoolBus","","","Run085","PMTRatio",0.017236679548745
"ABM","PMT","Mode","Taxi","","","Run085","PMTRatio",0.00143109442346304
"ABM","PMT","Mode","Transit","","","Run085","PMTRatio",0.0286970438417911
"ABM","PMT","Mode","Walk","","","Run085","PMTRatio",0.0218776325178099
"ABM","VMT","","","","","Run085","VMT",25915733.448904
"ABM","CongestedVMT","","","","","Run085","CongestedVMT",1358032.606922
"ABM","CongestedVMTPCT","","","","","Run085","CongestedVMTPCT",0.0524018588784888
"ABM","VMT","","","","","Run085","VMTPerCapita",21.7599341795557
"ABM","VHT","","","","","Run085","VHT",630510.262514
"ABM","VHT","","","","","Run085","VHTPerCapita",0.529402798454051
"ABM","CommuteTime","Mode","Auto","","","Run085","CommuteTime",21.060892310779
"ABM","CommuteTime","Mode","Bike","","","Run085","CommuteTime",26.3960885608856
"ABM","CommuteTime","Mode","Taxi","","","Run085","CommuteTime",5.08486842105263
"ABM","CommuteTime","Mode","Transit","","","Run085","CommuteTime",64.4403716458602
"ABM","CommuteTime","Mode","Walk","","","Run085","CommuteTime",20.9308058925477
"ABM","AverageTransitTravelTime","","","","","Run085","AverageTransitTravelTime",49.1396237921006
"ABM","HighwayLaneMiles","LINKCLASS","freeway","","","Run085","HighwayLaneMiles",520.417149
"ABM","HighwayLaneMiles","LINKCLASS","parkway","","","Run085","HighwayLaneMiles",35.846954
"ABM","HighwayLaneMiles","LINKCLASS","major_arterial","","","Run085","HighwayLaneMiles",1716.47024
"ABM","HighwayLaneMiles","LINKCLASS","minor_arterial","","","Run085","HighwayLaneMiles",2201.072256
"ABM","HighwayLaneMiles","LINKCLASS","collector","","","Run085","HighwayLaneMiles",270.7204
"ABM","HighwayLaneMiles","LINKCLASS","ramp","","","Run085","HighwayLaneMiles",85.659188
"ABM","HighwayLaneMiles","LINKCLASS","frontage_road","","","Run085","HighwayLaneMiles",172.542579
"ABM","TransitMilesPerFrequency","Mode","Rural","TimePeriod","PK","Run085","TransitMilesPerFrequency",153.795435
"ABM","TransitMilesPerFrequency","Mode","Regular","TimePeriod","PK","Run085","TransitMilesPerFrequency",1473.275256
"ABM","TransitMilesPerFrequency","Mode","Express","TimePeriod","PK","Run085","TransitMilesPerFrequency",290.949226
"ABM","TransitMilesPerFrequency","Mode","CatTran","TimePeriod","PK","Run085","TransitMilesPerFrequency",50.850037
"ABM","TransitMilesPerFrequency","Mode","BRT","TimePeriod","PK","Run085","TransitMilesPerFrequency",97.378213
"ABM","TransitMilesPerFrequency","Mode","Rural","TimePeriod","OP","Run085","TransitMilesPerFrequency",153.227248
"ABM","TransitMilesPerFrequency","Mode","Regular","TimePeriod","OP","Run085","TransitMilesPerFrequency",1178.937767
"ABM","TransitMilesPerFrequency","Mode","Express","TimePeriod","OP","Run085","TransitMilesPerFrequency",0
"ABM","TransitMilesPerFrequency","Mode","CatTran","TimePeriod","OP","Run085","TransitMilesPerFrequency",51.095235
"ABM","TransitMilesPerFrequency","Mode","BRT","TimePeriod","OP","Run085","TransitMilesPerFrequency",97.378213
"ABM","TransitQuarterMilePopEmp","Type","Total","","","Run085","Population",1190984
"ABM","TransitQuarterMilePopEmp","Type","Number","","","Run085","Population",483422.731406
"ABM","TransitQuarterMilePopEmp","Type","Percentage","","","Run085","Population",0.405902
"ABM","TransitQuarterMilePopEmp","Type","TotalDISADV","","","Run085","Population",588502
"ABM","TransitQuarterMilePopEmp","Type","NumberDISADV","","","Run085","Population",343346.300144
"ABM","TransitQuarterMilePopEmp","Type","PercentageDISADV","","","Run085","Population",0.583424
"ABM","TransitQuarterMilePopEmp","Type","Total","","","Run085","Jobs",467906
"ABM","TransitQuarterMilePopEmp","Type","Number","","","Run085","Jobs",305125.676993
"ABM","TransitQuarterMilePopEmp","Type","Percentage","","","Run085","Jobs",0.652109
"ABM","TransitQuarterMilePopEmp","Type","TotalDISADV","","","Run085","Jobs",149551
