"source","measures","dim1","dim1_value","dim2","dim2_value","Scenario","measure_name","measure_value"
"ABM","Mode Share","Mode","Auto","","","Run090","Trips",1162778
"ABM","Mode Share","Mode","Bike","","","Run090","Trips",25585
"ABM","Mode Share","Mode","SchoolBus","","","Run090","Trips",16952
"ABM","Mode Share","Mode","Taxi","","","Run090","Trips",4144
"ABM","Mode Share","Mode","Transit","","","Run090","Trips",20151
"ABM","Mode Share","Mode","Walk","","","Run090","Trips",164111
"ABM","Mode Share","Mode","Auto","","","Run090","Share",0.834297538746995
"ABM","Mode Share","Mode","Bike","","","Run090","Share",0.0183573326368764
"ABM","Mode Share","Mode","SchoolBus","","","Run090","Share",0.0121631230353851
"ABM","Mode Share","Mode","Taxi","","","Run090","Share",0.00297333540931076
"ABM","Mode Share","Mode","Transit","","","Run090","Share",0.0144584174307483
"ABM","Mode Share","Mode","Walk","","","Run090","Share",0.117750252740685
"ABM","PMT","Mode","Auto","","","Run090","TotalPMT",5778308.66
"ABM","PMT","Mode","Bike","","","Run090","TotalPMT",61138.17
"ABM","PMT","Mode","SchoolBus","","","Run090","TotalPMT",94322.79
"ABM","PMT","Mode","Taxi","","","Run090","TotalPMT",8937.13
"ABM","PMT","Mode","Transit","","","Run090","TotalPMT",130971.99
"ABM","PMT","Mode","Walk","","","Run090","TotalPMT",132183.12
"ABM","PMT","Mode","Auto","","","Run090","PMTRatio",0.931104944060099
"ABM","PMT","Mode","Bike","","","Run090","PMTRatio",0.00985168077846966
"ABM","PMT","Mode","SchoolBus","","","Run090","PMTRatio",0.0151989831755617
"ABM","PMT","Mode","Taxi","","","Run090","PMTRatio",0.00144011101143009
"ABM","PMT","Mode","Transit","","","Run090","PMTRatio",0.021104560970682
"ABM","PMT","Mode","Walk","","","Run090","PMTRatio",0.0212997200037579
"ABM","VMT","","","","","Run090","VMT",28094469.25771
"ABM","CongestedVMT","","","","","Run090","CongestedVMT",1669851.534444
"ABM","CongestedVMTPCT","","","","","Run090","CongestedVMTPCT",0.0594370201168951
"ABM","VMT","","","","","Run090","VMTPerCapita",20.3912621538501
"ABM","VHT","","","","","Run090","VHT",635091.234365
"ABM","VHT","","","","","Run090","VHTPerCapita",0.460955917435421
"ABM","CommuteTime","Mode","Auto","","","Run090","CommuteTime",20.1785384270066
"ABM","CommuteTime","Mode","Bike","","","Run090","CommuteTime",26.4165334665335
"ABM","CommuteTime","Mode","SchoolBus","","","Run090","CommuteTime",89.82
"ABM","CommuteTime","Mode","Taxi","","","Run090","CommuteTime",5.02981818181818
"ABM","CommuteTime","Mode","Transit","","","Run090","CommuteTime",59.673115942029
"ABM","CommuteTime","Mode","Walk","","","Run090","CommuteTime",22.3445899379738
"ABM","AverageTransitTravelTime","","","","","Run090","AverageTransitTravelTime",47.9635308421418
"ABM","HighwayLaneMiles","LINKCLASS","freeway","","","Run090","HighwayLaneMiles",608.017799
"ABM","HighwayLaneMiles","LINKCLASS","parkway","","","Run090","HighwayLaneMiles",43.900421
"ABM","HighwayLaneMiles","LINKCLASS","major_arterial","","","Run090","HighwayLaneMiles",1808.476947
"ABM","HighwayLaneMiles","LINKCLASS","minor_arterial","","","Run090","HighwayLaneMiles",2204.904036
"ABM","HighwayLaneMiles","LINKCLASS","collector","","","Run090","HighwayLaneMiles",280.389408
"ABM","HighwayLaneMiles","LINKCLASS","ramp","","","Run090","HighwayLaneMiles",103.940014
"ABM","HighwayLaneMiles","LINKCLASS","frontage_road","","","Run090","HighwayLaneMiles",172.542579
"ABM","TransitMilesPerFrequency","Mode","Rural","TimePeriod","PK","Run090","TransitMilesPerFrequency",101.237209
"ABM","TransitMilesPerFrequency","Mode","Regular","TimePeriod","PK","Run090","TransitMilesPerFrequency",980.632072
"ABM","TransitMilesPerFrequency","Mode","Express","TimePeriod","PK","Run090","TransitMilesPerFrequency",191.540891
"ABM","TransitMilesPerFrequency","Mode","CatTran","TimePeriod","PK","Run090","TransitMilesPerFrequency",33.472439
"ABM","TransitMilesPerFrequency","Mode","BRT","TimePeriod","PK","Run090","TransitMilesPerFrequency",0
"ABM","TransitMilesPerFrequency","Mode","Rural","TimePeriod","OP","Run090","TransitMilesPerFrequency",100.863196
"ABM","TransitMilesPerFrequency","Mode","Regular","TimePeriod","OP","Run090","TransitMilesPerFrequency",786.533854
