"yearID","pollutantID","sourceTypeID","emissionQuant"
2055,117,62,969451
2055,117,61,520651
2055,117,54,58136.7
2055,117,53,35628.7
2055,117,52,528191
2055,117,51,11184.7
2055,117,43,7280.41
2055,117,42,10311.9
2055,117,41,5308.76
2055,117,32,516528
2055,117,31,5098980
2055,117,21,5371320
2055,117,11,18283.7
2055,116,62,1939450
2055,116,61,1065930
2055,116,54,154199
2055,116,53,89784.4
2055,116,52,1279830
2055,116,51,32332
2055,116,43,23082.5
2055,116,42,29796.2
2055,116,41,16948.4
2055,116,32,977688
2055,116,31,9735410
2055,116,21,9295180
2055,116,11,35715.4
2055,110,62,822031
2055,110,61,912533
2055,110,54,197939
2055,110,53,65452
2055,110,52,1755160
2055,110,51,13797.9
2055,110,43,22586.8
2055,110,42,30928.9
2055,110,41,10043.7
2055,110,32,1323930
2055,110,31,11944000
2055,110,21,6967200
2055,110,11,596112
2055,107,62,6463040
2055,107,61,3471020
2055,107,54,387580
2055,107,53,237526
2055,107,52,3521290
2055,107,51,74564.9
2055,107,43,48536.3
2055,107,42,68746.2
2055,107,41,35391.9
2055,107,32,3443540
2055,107,31,33993400
2055,107,21,35809000
2055,107,11,121892
2055,106,62,15515600
2055,106,61,8527410
2055,106,54,1233590
2055,106,53,718275
2055,106,52,10238600
2055,106,51,258656
2055,106,43,184660
2055,106,42,238370
2055,106,41,135587
2055,106,32,7821500
2055,106,31,77883300
2055,106,21,74361400
2055,106,11,285723
2055,100,62,893934
2055,100,61,991952
2055,100,54,222492
2055,100,53,72811.6
2055,100,52,1964820
2055,100,51,15121
2055,100,43,24801.7
2055,100,42,34672
2055,100,41,11246
2055,100,32,1495330
2055,100,31,13496500
2055,100,21,7875880
2055,100,11,673862
2055,98,62,3.51027e+11
2055,98,61,2.29279e+11
2055,98,54,22414400000
2055,98,53,12156800000
2055,98,52,1.89914e+11
2055,98,51,3877610000
2055,98,43,2972350000
2055,98,42,5804060000
2055,98,41,1972070000
2055,98,32,1.01743e+11
2055,98,31,9.50924e+11
2055,98,21,4.78621e+11
2055,98,11,11079600000
2055,87,62,17192800
2055,87,61,10216600
2055,87,54,7749700
2055,87,53,1477320
2055,87,52,43805300
2055,87,51,471497
2055,87,43,328410
2055,87,42,1199310
2055,87,41,373088
2055,87,32,42262000
2055,87,31,410218000
2055,87,21,253412000
2055,87,11,153304000
2055,3,62,256975000
2055,3,61,143196000
2055,3,54,5935540
2055,3,53,3700830
2055,3,52,83530900
2055,3,51,3612740
2055,3,43,1630400
2055,3,42,3239840
2055,3,41,1364050
2055,3,32,15497700
2055,3,31,103260000
2055,3,21,43616500
2055,3,11,21298300
2055,2,62,403265000
2055,2,61,196152000
2055,2,54,101158000
2055,2,53,20286400
2055,2,52,415353000
2055,2,51,15609000
2055,2,43,6102110
2055,2,42,48343600
2055,2,41,15567000
2055,2,32,350801000
2055,2,31,3659470000
2055,2,21,2554050000
2055,2,11,334145000
