model_id,model_name,r-squared,variable_name,Coefficient,StdError,t-Statistic,p
20,Percentage of Population within Quarter Mile,0.7076256877863975,Transit_Service_Expansion==No Expansion,-0.0008233777985583911,36244.55564269738,-2.2717282194747692e-08,0.999999981917336
20,Percentage of Population within Quarter Mile,0.7076256877863975,_Intercept_,0.39491283342442407,,,
21,Regional Speed,0.8728668873076963,AV_Rates,8.406167303591252,0.35810870434849634,23.473786594728296,0.0
21,Regional Speed,0.8728668873076963,EV_Rates,-0.5430061087336653,0.3719887428050446,-1.459738014217944,0.14734754941491213
21,Regional Speed,0.8728668873076963,Ecommerce,-0.38945569715485406,1.8143837157145661,-0.214649025882308,0.8304572963736883
21,Regional Speed,0.8728668873076963,HH_EMP_Distribution,-0.7872605367212129,0.3591258306834724,-2.19215792755128,0.030576320144187985
21,Regional Speed,0.8728668873076963,HH_EMP_Growth,-2.766334792762098,0.3644747942065048,-7.5899207208132555,1.368283264469028e-11
21,Regional Speed,0.8728668873076963,Heavy_Medium_Truck_Travel,0.338065884191682,0.3601717370522899,0.9386241323610616,0.3500778949146479
21,Regional Speed,0.8728668873076963,Incentives_Special_AreaPop,-0.582741967600277,0.7218872174010236,-0.8072479378403393,0.42134851902926806
21,Regional Speed,0.8728668873076963,Road_User_Fee,3.511737883287243,3.639258892343109,0.9649596214976169,0.3367822500434521
21,Regional Speed,0.8728668873076963,Roadway_Capacity_Improvement==All,0.23243243012126444,,,
21,Regional Speed,0.8728668873076963,Roadway_Capacity_Improvement==High,-0.4327038033472012,,,
21,Regional Speed,0.8728668873076963,Roadway_Capacity_Improvement==High and Medium,0.20027137322594363,,,
21,Regional Speed,0.8728668873076963,Teleworking,3.9830215566401663,1.1656244931080972,3.4170709179416585,0.0009016045304928166
21,Regional Speed,0.8728668873076963,Transit_Headways,0.3897761169594527,0.23891320926014922,1.6314548624853595,0.10579021885209206
21,Regional Speed,0.8728668873076963,Transit_Service_Expansion==Expansion,-0.0625321219959124,6365980.213786312,-9.822858365235161e-09,0.9999999921811311
21,Regional Speed,0.8728668873076963,Transit_Service_Expansion==No Expansion,0.0625321219959091,6365980.213786382,9.822858365234536e-09,0.9999999921811311
21,Regional Speed,0.8728668873076963,_Intercept_,37.297785931030596,,,
22,Regional VHT,0.7034640357244247,AV_Rates,-109683.07171260452,15375.69706411172,-7.133534906109383,1.303981367328788e-10
22,Regional VHT,0.7034640357244247,EV_Rates,35294.46645901857,15971.648136941329,2.2098199357012436,0.02928872401923921
22,Regional VHT,0.7034640357244247,Ecommerce,315593.7774807734,77902.084010044,4.051159625461157,9.786617158291655e-05
22,Regional VHT,0.7034640357244247,HH_EMP_Distribution,14203.743554848843,15419.368234939511,0.9211624846382406,0.35907724306729216
22,Regional VHT,0.7034640357244247,HH_EMP_Growth,162196.14201876466,15649.030462465524,10.364612837056901,0.0
22,Regional VHT,0.7034640357244247,Heavy_Medium_Truck_Travel,46638.830720746286,15464.275100617686,3.0159079825787245,0.003213756671737622
22,Regional VHT,0.7034640357244247,Incentives_Special_AreaPop,15924.287728562002,30994.832112237942,0.5137723498839177,0.6084906638312204
22,Regional VHT,0.7034640357244247,Road_User_Fee,-283305.72174666676,156254.62767888562,-1.8131029202468179,0.07267282659240104
22,Regional VHT,0.7034640357244247,Roadway_Capacity_Improvement==All,703.1335798732971,,,
22,Regional VHT,0.7034640357244247,Roadway_Capacity_Improvement==High,2748.2560598356526,,,
22,Regional VHT,0.7034640357244247,Roadway_Capacity_Improvement==High and Medium,-3451.3896397095878,,,
22,Regional VHT,0.7034640357244247,Teleworking,-190461.39240966144,50047.06358407213,-3.805645701664648,0.00023810191536299818
22,Regional VHT,0.7034640357244247,Transit_Headways,-8251.481312441685,10257.938680607806,-0.8043995552479523,0.4229838090657938
22,Regional VHT,0.7034640357244247,Transit_Service_Expansion==Expansion,-786.0979748726444,273328690687.32123,-2.8760170507380577e-09,0.9999999977107275
22,Regional VHT,0.7034640357244247,Transit_Service_Expansion==No Expansion,786.097974872993,273328690687.3242,2.876017050739302e-09,0.9999999977107275
22,Regional VHT,0.7034640357244247,_Intercept_,620152.7802857268,,,
23,Regional VHT per Capita,0.514489598798296,AV_Rates,-0.08407092038359831,0.01162533972530882,-7.231695792990258,8.057132738770179e-11
23,Regional VHT per Capita,0.514489598798296,EV_Rates,0.03245378513236207,0.012075929617423521,2.687477168261792,0.00837272112321652
23,Regional VHT per Capita,0.514489598798296,Ecommerce,0.24898597290996213,0.058900626628509194,4.227221120758798,5.062374405362391e-05
23,Regional VHT per Capita,0.514489598798296,HH_EMP_Distribution,0.0045686514568012045,0.011658358859007808,0.39187775158175414,0.695942771983912
23,Regional VHT per Capita,0.514489598798296,HH_EMP_Growth,-0.010565178529761745,0.011832003111097871,-0.8929323657675594,0.37393534198680456
23,Regional VHT per Capita,0.514489598798296,Heavy_Medium_Truck_Travel,0.035685110318610234,0.011692312283514727,3.05201481565999,0.0028792525435459293
23,Regional VHT per Capita,0.514489598798296,Incentives_Special_AreaPop,0.01099822769752003,0.02343473935075826,0.46931299439283797,0.6398190069494527
23,Regional VHT per Capita,0.514489598798296,Road_User_Fee,-0.19265907187054737,0.11814183921837242,-1.6307438003774253,0.10594048489344932
23,Regional VHT per Capita,0.514489598798296,Roadway_Capacity_Improvement==All,0.000113671340107656,,,
23,Regional VHT per Capita,0.514489598798296,Roadway_Capacity_Improvement==High,0.00039295551256937606,,,
23,Regional VHT per Capita,0.514489598798296,Roadway_Capacity_Improvement==High and Medium,-0.0005066268526774311,,,
23,Regional VHT per Capita,0.514489598798296,Teleworking,-0.14949268881436964,0.03783985298311953,-3.9506678020408477,0.00014143525426013603
23,Regional VHT per Capita,0.514489598798296,Transit_Headways,-0.01029295472777027,0.0077558774438784275,-1.3271167320848154,0.18734868350922484
23,Regional VHT per Capita,0.514489598798296,Transit_Service_Expansion==Expansion,0.0018659874780575078,206659.8263912618,9.029270519780168e-09,0.9999999928128169
23,Regional VHT per Capita,0.514489598798296,Transit_Service_Expansion==No Expansion,-0.0018659874780572571,206659.82639126404,-9.029270519778857e-09,0.9999999928128169
23,Regional VHT per Capita,0.514489598798296,_Intercept_,0.5571001606707677,,,
24,Regional VMT,0.6693603250417839,AV_Rates,863246.2892220231,473776.0538207468,1.8220555519013892,0.0712930118982158
24,Regional VMT,0.6693603250417839,EV_Rates,1089655.3804065173,492139.27640364197,2.2141199303767936,0.02898250224504384
24,Regional VMT,0.6693603250417839,Ecommerce,12340583.41160904,2400420.7284258944,5.141008517994898,1.2726920077810178e-06
24,Regional VMT,0.6693603250417839,HH_EMP_Distribution,141618.55748665894,475121.706957268,0.2980679590364327,0.766240301970837
24,Regional VMT,0.6693603250417839,HH_EMP_Growth,4805951.3521874165,482198.3593792857,9.9667517707317,0.0
24,Regional VMT,0.6693603250417839,Heavy_Medium_Truck_Travel,2165614.2709435206,476505.43593695265,4.544783978561069,1.476475305239866e-05
24,Regional VMT,0.6693603250417839,Incentives_Special_AreaPop,491352.4389473211,955053.2366592907,0.5144764920812556,0.608000100177231
24,Regional VMT,0.6693603250417839,Road_User_Fee,-8229059.840251104,4814721.6080189645,-1.7091455145704637,0.09037810651171352
24,Regional VMT,0.6693603250417839,Roadway_Capacity_Improvement==All,225753.38376482003,,,
24,Regional VMT,0.6693603250417839,Roadway_Capacity_Improvement==High,-200251.15133323372,,,
24,Regional VMT,0.6693603250417839,Roadway_Capacity_Improvement==High and Medium,-25502.23243160508,,,
24,Regional VMT,0.6693603250417839,Teleworking,-4893466.188038113,1542115.469061989,-3.173216458955972,0.001977864671312446
24,Regional VMT,0.6693603250417839,Transit_Headways,-182342.9571081733,316081.000306462,-0.5768868009509569,0.5652506956244765
24,Regional VMT,0.6693603250417839,Transit_Service_Expansion==Expansion,-68556.26317177215,8422160499772.553,-8.139985360481265e-09,0.9999999935206765
24,Regional VMT,0.6693603250417839,Transit_Service_Expansion==No Expansion,68556.26317178074,8422160499772.644,8.139985360482196e-09,0.9999999935206765
24,Regional VMT,0.6693603250417839,_Intercept_,22843903.85240362,,,
25,Regional VMT per Capita,0.5656934964297642,AV_Rates,0.7276087233834423,0.35798564225978213,2.0325081162205745,0.0446262787110796
25,Regional VMT per Capita,0.5656934964297642,EV_Rates,1.0723942465868226,0.37186091091737505,2.883858494137614,0.00476663634621044
25,Regional VMT per Capita,0.5656934964297642,Ecommerce,9.74710844374262,1.8137602127193204,5.373978531114127,4.6730879788015045e-07
25,Regional VMT per Capita,0.5656934964297642,HH_EMP_Distribution,-0.12289206675648523,0.3590024190648815,-0.3423154280592056,0.7327977873259526
25,Regional VMT per Capita,0.5656934964297642,HH_EMP_Growth,-1.8815962018707353,0.3643495444459877,-5.164261162263286,1.1527912351372294e-06
25,Regional VMT per Capita,0.5656934964297642,Heavy_Medium_Truck_Travel,1.6421749891765984,0.3600479660137218,4.560989490811381,1.3845086805019946e-05
25,Regional VMT per Capita,0.5656934964297642,Incentives_Special_AreaPop,0.36971412339939547,0.7216391448249853,0.5123254829656725,0.609499231702539
25,Regional VMT per Capita,0.5656934964297642,Road_User_Fee,-5.529836497329861,3.638008281019717,-1.520017567354155,0.13151217303495022
25,Regional VMT per Capita,0.5656934964297642,Roadway_Capacity_Improvement==All,0.16334365676320858,,,
25,Regional VMT per Capita,0.5656934964297642,Roadway_Capacity_Improvement==High,-0.2255672065613275,,,
25,Regional VMT per Capita,0.5656934964297642,Roadway_Capacity_Improvement==High and Medium,0.062223549798103406,,,
25,Regional VMT per Capita,0.5656934964297642,Teleworking,-4.035582949548077,1.1652239326552614,-3.4633539841152827,0.0007732736085748204
25,Regional VMT per Capita,0.5656934964297642,Transit_Headways,-0.30814881369815117,0.23883110804843347,-1.2902373405882306,0.1998024498937745
25,Regional VMT per Capita,0.5656934964297642,Transit_Service_Expansion==Expansion,0.03884317620541728,6363792.579662068,6.103777852464189e-09,0.9999999951414715
25,Regional VMT per Capita,0.5656934964297642,Transit_Service_Expansion==No Expansion,-0.03884317620540902,6363792.579662137,-6.103777852462826e-09,0.9999999951414715
25,Regional VMT per Capita,0.5656934964297642,_Intercept_,20.91703123458839,,,
26,Transit Accessibility Off Peak within 45 Minutes,0.9223753722513856,AV_Rates,917.0023879993685,1672.6269089442599,0.548240843846144,0.5846902718884568
26,Transit Accessibility Off Peak within 45 Minutes,0.9223753722513856,EV_Rates,-1340.1155285192172,1737.456737255305,-0.7713087179576191,0.44225626701692144
26,Transit Accessibility Off Peak within 45 Minutes,0.9223753722513856,Ecommerce,-4104.4516906448425,8474.485510134733,-0.4843304865807231,0.6291600766862739
26,Transit Accessibility Off Peak within 45 Minutes,0.9223753722513856,HH_EMP_Distribution,7059.936321991606,1677.3776252966363,4.208912898038144,5.4259805098544334e-05
26,Transit Accessibility Off Peak within 45 Minutes,0.9223753722513856,HH_EMP_Growth,725.7367317835433,1702.3611574335114,0.4263118484667894,0.670753333862975
26,Transit Accessibility Off Peak within 45 Minutes,0.9223753722513856,Heavy_Medium_Truck_Travel,-1241.9004166357356,1682.2627652429078,-0.7382321253816809,0.4620202213909703
26,Transit Accessibility Off Peak within 45 Minutes,0.9223753722513856,Incentives_Special_AreaPop,1113.9935030138865,3371.7359293026548,0.33039168142811337,0.7417623518613561
26,Transit Accessibility Off Peak within 45 Minutes,0.9223753722513856,Road_User_Fee,11753.498203822706,16997.973738231267,0.6914646642491944,0.4907996225254516
26,Transit Accessibility Off Peak within 45 Minutes,0.9223753722513856,Roadway_Capacity_Improvement==All,154.05959521897077,,,
26,Transit Accessibility Off Peak within 45 Minutes,0.9223753722513856,Roadway_Capacity_Improvement==High,540.6780620127495,,,
26,Transit Accessibility Off Peak within 45 Minutes,0.9223753722513856,Roadway_Capacity_Improvement==High and Medium,-694.7376572317002,,,
26,Transit Accessibility Off Peak within 45 Minutes,0.9223753722513856,Teleworking,2956.548434385153,5444.310258931306,0.5430528926111405,0.5882443491217955
26,Transit Accessibility Off Peak within 45 Minutes,0.9223753722513856,Transit_Headways,-36751.86727969158,1115.8976530262448,-32.934801126270685,0.0
26,Transit Accessibility Off Peak within 45 Minutes,0.9223753722513856,Transit_Service_Expansion==Expansion,618.1544426536914,29733736371.355053,2.0789665817082116e-08,0.9999999834516937
26,Transit Accessibility Off Peak within 45 Minutes,0.9223753722513856,Transit_Service_Expansion==No Expansion,-618.1544426536962,29733736371.355373,-2.0789665817082053e-08,0.9999999834516937
26,Transit Accessibility Off Peak within 45 Minutes,0.9223753722513856,_Intercept_,76289.63492415688,,,
27,Transit Accessibility Peak,0.8982969131576153,AV_Rates,328.2198071169236,76.58733125148169,4.2855626609991555,4.053412450821803e-05
27,Transit Accessibility Peak,0.8982969131576153,EV_Rates,-115.75211191952125,79.55580169117384,-1.454980145494067,0.1486578619144927
27,Transit Accessibility Peak,0.8982969131576153,Ecommerce,-372.7198779292473,388.03526684874095,-0.9605309356444044,0.33899476648637683
27,Transit Accessibility Peak,0.8982969131576153,HH_EMP_Distribution,223.13765517413245,76.80486014870058,2.9052543646602498,0.004475427747716587
27,Transit Accessibility Peak,0.8982969131576153,HH_EMP_Growth,-15.394678035317487,77.94882240433988,-0.1974972496115653,0.8438202561980601
27,Transit Accessibility Peak,0.8982969131576153,Heavy_Medium_Truck_Travel,-74.1828255762366,77.0285441210642,-0.9630563114323563,0.3377319633847722
27,Transit Accessibility Peak,0.8982969131576153,Incentives_Special_AreaPop,-11.866930044237993,154.3872426834372,-0.07686470616338748,0.9388774490169638
27,Transit Accessibility Peak,0.8982969131576153,Road_User_Fee,441.2575593102803,778.314302091195,0.5669400628058588,0.5719649059907437
27,Transit Accessibility Peak,0.8982969131576153,Roadway_Capacity_Improvement==All,-8.127402959681046,,,
27,Transit Accessibility Peak,0.8982969131576153,Roadway_Capacity_Improvement==High,29.10718074732642,,,
27,Transit Accessibility Peak,0.8982969131576153,Roadway_Capacity_Improvement==High and Medium,-20.979777787644604,,,
27,Transit Accessibility Peak,0.8982969131576153,Teleworking,476.25383888343305,249.28762714919785,1.9104591925791674,0.058801986320576205
