sourceTypeID,yearID,ageID,ageFraction
51,2023,26,0.009516056
51,2023,27,0.009673785
51,2023,28,0.011239314
51,2023,29,0.006163561
51,2023,30,0.027952082
52,2023,0,0.05236694
52,2023,1,0.050355308
52,2023,2,0.057005404
52,2023,3,0.052326494
52,2023,4,0.051381465
52,2023,5,0.03935382
52,2023,6,0.045477687
52,2023,7,0.044061258
52,2023,8,0.042740147
52,2023,9,0.027327341
52,2023,10,0.025257903
52,2023,11,0.033846998
52,2023,12,0.026111351
52,2023,13,0.011759631
52,2023,14,0.014424208
52,2023,15,0.032583611
52,2023,16,0.032161833
52,2023,17,0.037992168
52,2023,18,0.031138329
52,2023,19,0.023548763
52,2023,20,0.020616642
52,2023,21,0.019499857
52,2023,22,0.0228253
52,2023,23,0.022773226
52,2023,24,0.022146601
52,2023,25,0.01125575
52,2023,26,0.013057512
52,2023,27,0.009895724
52,2023,28,0.011662802
52,2023,29,0.007885309
52,2023,30,0.107160619
53,2023,0,0.05236694
53,2023,1,0.05035535
53,2023,2,0.057005431
53,2023,3,0.05232652
53,2023,4,0.051381456
53,2023,5,0.039353805
53,2023,6,0.045477672
53,2023,7,0.044061253
53,2023,8,0.042740134
53,2023,9,0.027327339
53,2023,10,0.025257901
53,2023,11,0.033846988
53,2023,12,0.02611135
53,2023,13,0.011759628
53,2023,14,0.014424207
53,2023,15,0.03258361
53,2023,16,0.032161825
53,2023,17,0.037992168
53,2023,18,0.031138323
53,2023,19,0.023548764
53,2023,20,0.020616639
53,2023,21,0.019499858
53,2023,22,0.022825302
53,2023,23,0.022773222
53,2023,24,0.022146603
53,2023,25,0.011255751
53,2023,26,0.01305751
53,2023,27,0.009895725
53,2023,28,0.011662803
53,2023,29,0.007885308
53,2023,30,0.107160615
54,2023,0,0.05236694
54,2023,1,0.050488652
54,2023,2,0.045103196
54,2023,3,0.042410468
54,2023,4,0.044878802
54,2023,5,0.053368516
54,2023,6,0.046440731
54,2023,7,0.036663735
54,2023,8,0.037367535
54,2023,9,0.033829781
54,2023,10,0.022110968
54,2023,11,0.014961013
54,2023,12,0.016281102
54,2023,13,0.009413565
54,2023,14,0.008756805
54,2023,15,0.026708254
54,2023,16,0.035941181
54,2023,17,0.045743321
54,2023,18,0.039661693
54,2023,19,0.041612268
54,2023,20,0.037089355
54,2023,21,0.031698461
54,2023,22,0.029757739
54,2023,23,0.039046464
54,2023,24,0.037759218
54,2023,25,0.022312265
54,2023,26,0.021771515
54,2023,27,0.022198408
54,2023,28,0.018356375
54,2023,29,0.020173388
54,2023,30,0.015728288
61,2023,0,0.052516986
61,2023,1,0.052030376
61,2023,2,0.052093731
61,2023,3,0.048785557
61,2023,4,0.041897297
61,2023,5,0.042265696
61,2023,6,0.041723835
61,2023,7,0.059562598
61,2023,8,0.04930441
61,2023,9,0.039900415
61,2023,10,0.037942378
61,2023,11,0.035570699
61,2023,12,0.019802494
61,2023,13,0.014852808
61,2023,14,0.018466882
61,2023,15,0.014881054
61,2023,16,0.038091679
61,2023,17,0.029487882
61,2023,18,0.028095923
61,2023,19,0.018461641
61,2023,20,0.017659625
61,2023,21,0.013698845
61,2023,22,0.019674949
61,2023,23,0.026427189
61,2023,24,0.022394115
61,2023,25,0.01896136
61,2023,26,0.016551552
61,2023,27,0.016291659
61,2023,28,0.02081043
61,2023,29,0.014098248
61,2023,30,0.077697686
62,2023,0,0.052516986
62,2023,1,0.05189628
62,2023,2,0.091928917
62,2023,3,0.080082533
62,2023,4,0.08200157
62,2023,5,0.043494886
62,2023,6,0.028899555
62,2023,7,0.045839181
62,2023,8,0.041176066
62,2023,9,0.030601866
62,2023,10,0.030446476
62,2023,11,0.031532822
62,2023,12,0.017064571
62,2023,13,0.015842397
62,2023,14,0.022510914
62,2023,15,0.017399137
62,2023,16,0.057678404
62,2023,17,0.035285365
62,2023,18,0.031001966
62,2023,19,0.016712182
62,2023,20,0.015030218
62,2023,21,0.010234683
62,2023,22,0.016360277
62,2023,23,0.025172871
62,2023,24,0.019237119
62,2023,25,0.01297204
62,2023,26,0.009199716
62,2023,27,0.010298567
62,2023,28,0.009545547
62,2023,29,0.007444209
62,2023,30,0.040592677
