"MOVESRunID","iterationID","yearID","monthID","dayID","hourID","stateID","countyID","zoneID","linkID","sourceTypeID","regClassID","fuelTypeID","fuelSubTypeID","modelYearID","roadTypeID","SCC","engTechID","sectorID","hpID","activityTypeID","activity","activityMean","activitySigma"
"1","1","2022","12","5",\N,"4","4019",\N,\N,"51",\N,\N,\N,\N,"3",\N,\N,\N,\N,"2","11.2604",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"43",\N,\N,\N,\N,"3",\N,\N,\N,\N,"2","51.937",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"42",\N,\N,\N,\N,"3",\N,\N,\N,\N,"2","28.5482",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"41",\N,\N,\N,\N,"3",\N,\N,\N,\N,"2","88.7654",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"32",\N,\N,\N,\N,"3",\N,\N,\N,\N,"2","1422.71",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"31",\N,\N,\N,\N,"3",\N,\N,\N,\N,"2","13673.4",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"21",\N,\N,\N,\N,"3",\N,\N,\N,\N,"2","8892.73",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"11",\N,\N,\N,\N,"3",\N,\N,\N,\N,"2","57.2113",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"62",\N,\N,\N,\N,"2",\N,\N,\N,\N,"2","2679.26",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"61",\N,\N,\N,\N,"2",\N,\N,\N,\N,"2","354.674",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"54",\N,\N,\N,\N,"2",\N,\N,\N,\N,"2","29.4847",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"53",\N,\N,\N,\N,"2",\N,\N,\N,\N,"2","49.4795",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"52",\N,\N,\N,\N,"2",\N,\N,\N,\N,"2","733.155",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"51",\N,\N,\N,\N,"2",\N,\N,\N,\N,"2","7.19139",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"43",\N,\N,\N,\N,"2",\N,\N,\N,\N,"2","32.1329",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"42",\N,\N,\N,\N,"2",\N,\N,\N,\N,"2","20.164",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"41",\N,\N,\N,\N,"2",\N,\N,\N,\N,"2","63.8486",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"32",\N,\N,\N,\N,"2",\N,\N,\N,\N,"2","738.852",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"31",\N,\N,\N,\N,"2",\N,\N,\N,\N,"2","6765.14",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"21",\N,\N,\N,\N,"2",\N,\N,\N,\N,"2","4825.88",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"11",\N,\N,\N,\N,"2",\N,\N,\N,\N,"2","23.9188",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"62",\N,\N,\N,\N,"1",\N,\N,\N,\N,"2","90370.6",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"61",\N,\N,\N,\N,"1",\N,\N,\N,\N,"2","61818.8",\N,\N
"1","1","2022","12","5",\N,"4","4019",\N,\N,"54",\N,\N,\N,\N,"1",\N,\N,\N,\N,"2","54154.2",\N,\N
